id,label,start,end,text,doc_id,event,event_ids,start_event,end_event
6529,c: ontvangst verzoek bevestigd,747,760,18 maart 2021,46,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8142],[681],[742]
6531,c: beslistermijn verdaagd,798,811,12 april 2021,46,is de beslistermijn met vier weken verdaagd,[8143],[812],[855]
6533,c: verzoek datum,893,906,18 maart 2021,46,heeft u met een beroep op Wob informatie verzocht,[8144],[907],[956]
6534,c: ontvangst verzoek bevestigd,1317,1330,18 maart 2021,46,ontvangst van uw verzoek is schriftelijk bevestigd bij mail,[8146],[1253],[1312]
6536,c: beslistermijn verdaagd,1368,1381,12 april 2021,46,is de beslistermijn met vier weken verdaagd,[8147],[1382],[1425]
6538,c: besluit datum,190,203,10 maart 2022,22,Datum,[8150],[184],[189]
6539,c: verzoek datum,259,276,21 september 2021,22,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten,[8151],[277],[371]
6540,c: ontvangst verzoek bevestigd,623,640,22 september 2021,22,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8152],[557],[618]
6541,c: contact,672,686,1 oktober 2021,22,contact gehad met een medewerker van het ministerie,[8153],[687],[738]
6542,c: overig,760,774,1 oktober 2021,22,is aan u de volgende link naar het rapport toegestuurd,[8155],[775],[829]
6543,c: beslistermijn verdaagd,968,983,19 oktober 2021,22,,[],[],[]
6544,c: beslistermijn verdaagd,1061,1077,15 november 2021,22,is aan u medegedeeld dat de beslistermijn is opgeschort met twee weken vanwege het vragen van zienswijzen aan derden,[8157],[1078],[1194]
6545,c: contact,1214,1230,30 november 2021,22,is aan u medegedeeld dat de opschorting is geëindigd en de beslistermijn is verstreken,[8158],[1231],[1317]
6546,c: contact,1349,1365,15 november 2021,22,bent u erover geïnformeerd dat er derde belanghebbenden zijn bij de openbaarmaking van de documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven,[8159],[1366],[1542]
6547,c: besluit datum,56,71,14 januari 2022,17,D atum,[8162],[49],[55]
6548,c: verzoek datum,95,111,15 november 2021,17,"heeft u, met een beroep op de Wet openbaarheid van bestuur (hierna: Wob), verzocht om informatie",[8163],[112],[208]
6549,c: ontvangst verzoek bevestigd,280,296,18 november 2021,17,ontvangst van uw verzoek is schriftelijk bevestigd,[8164],[226],[276]
6558,c: besluit datum,118,134,30 augustus 2022,88,Datum,[8167],[112],[117]
6559,c: verzoek datum,154,165,25 mei 2022,88,heeft u bij mijn ministerie een verzoek ingediend,[8169],[166],[215]
6562,c: ontvangst verzoek bevestigd,418,429,27 mei 2022,88,is de ontvangst van uw verzoek bevestigd,[8172],[430],[470]
6563,c: beslistermijn verdaagd,490,502,22 juni 2022,88,is de beslissing op uw verzoek met vier weken verdaagd,[8173],[503],[557]
6564,c: overig,576,587,7 juni 2022,88,bent u verzocht om uw verzoek nader te duiden,[8174],[588],[633]
6565,c: overig,665,676,8 juni 2022,88,"heeft er in uw email op gewezen dat u wil reconstrueren hoe het kan dat de Gezondheidsraad twee adviezen heeft uitgebracht in 1994 en 2015 over rijgeschiktheid bij stemmingsstoornissen, terwijl tussentijds de regelgeving is gewijzigd op het punt van de eisen die aan bestuurders worden gesteld met betrekking tot unipolaire stemmingsstoornissen","[8175, 8176]","[640, 677]","[660, 1000]"
6581,c: besluit datum,129,145,30 augustus 2022,72,Datum,[8179],[123],[128]
6582,c: verzoek datum,170,185,13 januari 2022,72,heeft u mij gevraagd informatie openbaar te maken,[8180],[235],[284]
6585,c: inwerking treden van Woo,431,441,1 mei 2022,72,is de Wob vervangen door de Woo,[8182],[442],[473]
6586,c: inwerking treden van Woo,534,539,1 mei,72,Woo geldt,[8184],[543],[552]
6587,c: ontvangst verzoek bevestigd,560,575,18 januari 2022,72,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,[8185],[576],[643]
6589,c: contact,745,760,3 februari 2022,72,contact gehad met enkele medewerkers van mijn ministerie,[8186],[761],[817]
6592,c: overig,1064,1075,13 mei 2022,72,heeft u mij tot 15 juni 2022 de tijd gegeven om op uw verzoek te beslissen,[8187],[1076],[1150]
6594,c: contact,1170,1181,12 mei 2022,72,heb ik u per e-mail laten weten dat de betrokken belanghebbenden zijn gevraagd hun mening te geven over de voorgenomen openbaarmaking van de door u gevraagde informatie,[8188],[1182],[1350]
6595,c: besluit datum,123,136,30 maart 2022,47,Datum: Uitsluitend verstuurd per mail op,[8191],[82],[122]
6597,c: verzoek datum,216,228,17 juni 2021,47,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[8192],[229],[320]
6598,c: ontvangst verzoek bevestigd,456,468,18 juni 2021,47,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8193],[390],[451]
6600,c: beslistermijn verdaagd,506,518,12 juli 2021,47,is de beslistermijn met vier weken verdaagd,[8194],[519],[562]
6604,c: besluit datum,231,243,20 juni 2022,118,Datum,[8198],[225],[230]
6605,c: verzoek ontvangen,254,266,9 maart 2022,118,ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie,[8199],[267],[337]
6607,c: contact,537,549,5 april 2022,118,heeft u uw verzoek in een e-mail toegelicht,[8200],[550],[593]
6608,c: inwerking treden van Woo,617,627,1 mei 2022,118,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),[8201],[628],[694]
6653,c: verzoek datum,117,129,27 juli 2022,40,heeft u bij mijn ministerie een verzoek ingediend,[8205],[130],[179]
6656,c: ontvangst verzoek bevestigd,442,454,27 juli 2022,40,ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail,[8207],[376],[437]
6657,c: beslistermijn verdaagd,462,478,24 augustus 2022,40,is per e-mail de beslissing op uw Woo-verzoek met vier weken verdaagd,[8208],[479],[548]
6658,c: beslistermijn verdaagd,556,572,31 augustus 2022,40,is per e-mail de beslistermijn op uw Woo-verzoek met nog twee weken opgeschort in verband met het opvragen van zienswijzen,[8209],[573],[695]
6660,c: overig,982,998,30 augustus 2022,40,zijn derde-belanghebbenden in de gelegenheid gesteld om hun zienwijze naar voren te brengen,[8210],[999],[1090]
8211,c: besluit datum,75,89,4 oktober 2022,40,Datum,[8212],[69],[74]
