id,label,start,end,text,doc_id,label_is_wrong,has_event,right_label
5537,DATE+,635,639,2021,57,0.0,0.0,
5541,DATE+,1096,1100,2021,57,0.0,0.0,
5542,DATE+,1165,1172,22-0097,57,0.0,0.0,
5543,DATE+,1328,1332,2021,57,0.0,0.0,
5544,DATE+,1424,1428,2021,57,0.0,0.0,
5546,DATE+,1864,1871,22-0097,57,0.0,0.0,
5549,DATE+,332,342,22-0267Woo,59,0.0,0.0,
5553,DATE+,737,741,2014,59,0.0,0.0,
5554,DATE+,1022,1026,2014,59,0.0,0.0,
5557,DATE+,1342,1354,21 juni 2022,59,0.0,0.0,
5558,DATE+,1429,1436,22-0267,59,0.0,0.0,
5561,DATE+,1680,1685,"100,-",59,0.0,0.0,
5564,DATE+,2263,2270,22-0267,59,0.0,0.0,
5565,DATE+,81,90,12-5-2022,93,0.0,0.0,
5566,DATE+,115,128,12 april 2022,93,0.0,0.0,
5571,DATE+,944,955,24 mei 2022,93,0.0,0.0,
5573,DATE+,1255,1259,2017,93,0.0,0.0,
5574,DATE+,1294,1298,2019,93,0.0,0.0,
5575,DATE+,1726,1732,34 775,93,0.0,0.0,
5577,DATE+,238,250,13 juli 2022,122,0.0,0.0,
5578,DATE+,255,265,6 mei 2022,122,0.0,0.0,
5580,DATE+,479,491,1 april 2022,122,1.0,0.0,1 april 2022 tot en met 6 mei 2022
5581,DATE+,503,513,6 mei 2022,122,1.0,0.0,1 april 2022 tot en met 6 mei 2022
5598,DATE+,338,349,27 augustus,102,0.0,0.0,
5600,DATE+,445,449,2011,102,1.0,0.0,2011 tot heden
5603,DATE+,756,760,2011,102,0.0,0.0,
5605,DATE+,966,981,25 oktober 2021,102,0.0,0.0,
5762,DATE+,92,107,31 januari 2022,105,0.0,0.0,
5769,DATE+,836,851,31 januari 2022,105,0.0,0.0,
5770,DATE+,951,959,22/12/21,105,0.0,0.0,
5771,DATE+,1035,1043,16/12/21,105,0.0,0.0,
5772,DATE+,83,100,09 september 2022,34,0.0,0.0,
5775,DATE+,444,459,45 miljoen euro,34,0.0,0.0,
5776,DATE+,538,551,augustus 2022,34,0.0,0.0,
5779,DATE+,852,868,25 augustus 2022,34,0.0,0.0,
5780,DATE+,989,1006,14 september 2022,34,0.0,0.0,
5781,DATE+,1102,1118,25 augustus 2022,34,0.0,0.0,
5785,DATE+,427,441,1 januari 2021,87,1.0,0.0,1 januari 2021 tot 7 oktober 2021
5786,DATE+,446,460,7 oktober 2021,87,1.0,0.0,1 januari 2021 tot 7 oktober 2021
5792,DATE+,1003,1018,21 januari 2022,87,0.0,0.0,
5794,DATE+,1150,1163,10 maart 2022,87,1.0,1.0,9 en 10 maart 2022
5853,DATE+,480,484,2018,45,1.0,0.0,2018 tot en met 4 maart 2021
5854,DATE+,496,508,4 maart 2021,45,1.0,0.0,2018 tot en met 4 maart 2021
5855,DATE+,597,603,1/2005,45,0.0,0.0,
5858,DATE+,788,801,27 april 2021,45,0.0,0.0,
5884,DATE+,86,88,50,28,0.0,0.0,
5889,DATE+,862,873,24 mei 2022,28,0.0,0.0,
5891,DATE+,1084,1096,22 juni 2022,28,0.0,0.0,
5894,DATE+,1317,1327,1 mei 2022,28,0.0,0.0,
5896,DATE+,321,336,9 februari 2017,95,0.0,0.0,
5897,DATE+,488,492,2016,95,0.0,0.0,
5901,DATE+,1178,1193,9 februari 2017,95,0.0,0.0,
5902,DATE+,1280,1292,januari 2022,95,0.0,0.0,
5903,DATE+,1298,1305,1 maart,95,0.0,0.0,
5904,DATE+,1306,1310,2017,95,0.0,0.0,
5905,DATE+,1403,1415,januari 2022,95,0.0,0.0,
5906,DATE+,1421,1434,14 maart 2017,95,0.0,0.0,
5907,DATE+,1521,1534,15 maart 2017,95,0.0,0.0,
5908,DATE+,1632,1645,24 april 2017,95,0.0,0.0,
5909,DATE+,1732,1744,januari 2022,95,0.0,0.0,
5910,DATE+,1750,1763,25 april 2017,95,0.0,0.0,
5911,DATE+,1860,1872,januari 2022,95,0.0,0.0,
5912,DATE+,1877,1890,25 april 2017,95,0.0,0.0,
5913,DATE+,1966,1977,21 mei 2014,95,0.0,0.0,
5914,DATE+,1991,2004,25 april 2017,95,0.0,0.0,
5915,DATE+,2076,2087,21 mei 2014,95,0.0,0.0,
5916,DATE+,2101,2114,25 april 2017,95,0.0,0.0,
5917,DATE+,2199,2205,21 mei,95,0.0,0.0,
5918,DATE+,2219,2223,2014,95,0.0,0.0,
5919,DATE+,2231,2244,25 april 2017,95,0.0,0.0,
5920,DATE+,2345,2357,januari 2022,95,0.0,0.0,
5921,DATE+,2369,2381,10 juni 2015,95,0.0,0.0,
5922,DATE+,2388,2399,15 mei 2017,95,0.0,0.0,
5923,DATE+,2492,2503,24 mei 2017,95,0.0,0.0,
5924,DATE+,2579,2590,31 augustus,95,0.0,0.0,
5925,DATE+,2685,2689,2017,95,0.0,0.0,
5926,DATE+,2707,2720,augustus 2017,95,0.0,0.0,
5927,DATE+,2728,2739,5 september,95,0.0,0.0,
5928,DATE+,2834,2838,2017,95,0.0,0.0,
5929,DATE+,2857,2868,6 september,95,0.0,0.0,
5930,DATE+,2966,2970,2017,95,0.0,0.0,
5931,DATE+,2999,3010,15 december,95,0.0,0.0,
5932,DATE+,3112,3126,2017Productie3,95,0.0,0.0,
5933,DATE+,3241,3247,267 70,95,0.0,0.0,
5934,DATE+,4241,4248,201I7ng,95,0.0,0.0,
5935,DATE+,4368,4384,e-l1lllllberlcht,95,0.0,0.0,
5936,DATE+,4565,4570,"8,M1H",95,0.0,0.0,
5937,DATE+,5085,5090,"8,M1H",95,0.0,0.0,
5938,DATE+,5355,5359,0121,95,0.0,0.0,
5939,DATE+,5535,5541,0 1400,95,0.0,0.0,
5940,DATE+,5554,5568,1800 1900 200•,95,0.0,0.0,
5941,DATE+,5604,5608,"0,92",95,0.0,0.0,
5942,DATE+,5779,5784,1 217,95,0.0,0.0,
5943,DATE+,5920,5923,8NT,95,0.0,0.0,
5944,DATE+,6092,6100,100 2003,95,0.0,0.0,
5945,DATE+,6139,6144,22 21,95,0.0,0.0,
5946,DATE+,6148,6153,17 16,95,0.0,0.0,
5947,DATE+,6163,6178,24 25 1200 1300,95,0.0,0.0,
5948,DATE+,6179,6183,1409,95,0.0,0.0,
5949,DATE+,6274,6278,2I09,95,0.0,0.0,
5950,DATE+,6334,6339,15 16,95,0.0,0.0,
5951,DATE+,6340,6348,"16 18,52",95,0.0,0.0,
5952,DATE+,7123,7127,4lS9,95,0.0,0.0,
5953,DATE+,7276,7283,dinsdag,95,0.0,0.0,
5954,DATE+,7396,7408,1Productie1A,95,0.0,0.0,
5955,DATE+,7555,7558,ne8,95,0.0,0.0,
5956,DATE+,7679,7681,1V,95,0.0,0.0,
5957,DATE+,7897,7905,125JlKLA,95,0.0,0.0,
5958,DATE+,8768,8772,2013,95,0.0,0.0,
5959,DATE+,8901,8905,20'7,95,0.0,0.0,
5960,DATE+,9095,9099,2017,95,0.0,0.0,
5961,DATE+,9137,9148,15d ecember,95,0.0,0.0,
5962,DATE+,9149,9153,2017,95,0.0,0.0,
5963,DATE+,9384,9400,9f ebr2u0a1gr7ei,95,0.0,0.0,
5964,DATE+,9428,9434,5 1049,95,0.0,0.0,
5965,DATE+,11347,11356,24mel2017,95,0.0,0.0,
5966,DATE+,11399,11405,11ln11,95,0.0,0.0,
5967,DATE+,11406,11418,15d ecember2,95,0.0,0.0,
5968,DATE+,11782,11785,"3,D",95,0.0,0.0,
5969,DATE+,12453,12456,5 n,95,0.0,0.0,
5970,DATE+,12492,12506,"1r,1mcmhv!9eot",95,0.0,0.0,
5971,DATE+,13492,13496,2017,95,0.0,0.0,
5972,DATE+,13863,13867,nn·u,95,0.0,0.0,
5973,DATE+,14143,14147,2008,95,0.0,0.0,
5974,DATE+,14295,14301,200d8i,95,0.0,0.0,
5975,DATE+,14443,14448,0e3ne,95,0.0,0.0,
5976,DATE+,15176,15178,2w,95,0.0,0.0,
5977,DATE+,15360,15364,1M8H,95,0.0,0.0,
5978,DATE+,15899,15904,2van6,95,0.0,0.0,
5979,DATE+,16010,16013,2w3,95,0.0,0.0,
5980,DATE+,16427,16432,"280,0",95,0.0,0.0,
5981,DATE+,16524,16529,"150,0",95,0.0,0.0,
5982,DATE+,16841,16852,15d ecember,95,0.0,0.0,
5983,DATE+,16853,16857,2017,95,0.0,0.0,
5984,DATE+,16877,16883,3v a6n,95,0.0,0.0,
5985,DATE+,17153,17155,•1,95,0.0,0.0,
5986,DATE+,17168,17170,1•,95,0.0,0.0,
5987,DATE+,17451,17460,"2,0 280,0",95,0.0,0.0,
5988,DATE+,17519,17524,"150,0",95,0.0,0.0,
5989,DATE+,17539,17544,"150,0",95,0.0,0.0,
5990,DATE+,17891,17902,15d ecember,95,0.0,0.0,
5991,DATE+,17903,17907,2017,95,0.0,0.0,
5992,DATE+,18000,18008,006E3001,95,0.0,0.0,
5993,DATE+,18013,18018,13m8e,95,0.0,0.0,
5994,DATE+,18194,18197,J1H,95,0.0,0.0,
5995,DATE+,18293,18301,90 meter,95,0.0,0.0,
5996,DATE+,18408,18413,"210,0",95,0.0,0.0,
5997,DATE+,18760,18762,1•,95,0.0,0.0,
5998,DATE+,18981,18994,"2,0 220,0 2,0",95,0.0,0.0,
5999,DATE+,19081,19084,"4,Q",95,0.0,0.0,
6000,DATE+,19204,19205,>,95,0.0,0.0,
6001,DATE+,19223,19228,"170,0",95,0.0,0.0,
6002,DATE+,19323,19327,eI n,95,0.0,0.0,
6003,DATE+,19702,19718,nI TUS-MR1 268-3,95,0.0,0.0,
6004,DATE+,19789,19794,4 1Î4,95,0.0,0.0,
6005,DATE+,19890,19895,268-3,95,0.0,0.0,
6006,DATE+,20262,20290,15d eçem2b0e1r7 OOsSlemummer,95,0.0,0.0,
6007,DATE+,20619,20621,1I,95,0.0,0.0,
6010,DATE+,573,577,2014,113,0.0,0.0,
6011,DATE+,756,768,8 april 2022,113,0.0,0.0,
6012,DATE+,878,889,12 mei 2022,113,0.0,0.0,
6014,DATE+,1040,1052,22 juni 2022,113,0.0,0.0,
6015,DATE+,85,93,379 8911,6,0.0,0.0,
6017,DATE+,139,154,28 oktober 2021,6,0.0,0.0,
6020,DATE+,636,650,1 januari 2020,6,1.0,0.0,1 januari 2020 – 27 oktober 2021
6021,DATE+,653,668,27 oktober 2021,6,1.0,0.0,1 januari 2020 – 27 oktober 2021
6023,DATE+,856,872,23 december 2021,6,0.0,0.0,
6024,DATE+,888,909,donderdag 25 november,6,1.0,1.0,donderdag 25 november jl
6025,DATE+,1146,1157,10 december,6,1.0,1.0,10 december jl
6026,DATE+,1532,1536,2021,6,0.0,0.0,
6027,DATE+,1544,1555,17 december,6,1.0,1.0,17 december jl en op 25 januari jl
6028,DATE+,1565,1575,25 januari,6,1.0,1.0,17 december jl en op 25 januari jl
6029,DATE+,1689,1699,18 januari,6,1.0,1.0,18 januari jl en op 14 februari jl
6030,DATE+,1709,1720,14 februari,6,1.0,1.0,18 januari jl en op 14 februari jl
6031,DATE+,1778,1788,14-04-2020,6,0.0,0.0,
6032,DATE+,1995,1999,2020,6,0.0,0.0,
6033,DATE+,2109,2116,03 2020,6,0.0,0.0,
6034,DATE+,2155,2165,12-02-2021,6,0.0,0.0,
6035,DATE+,2185,2189,2020,6,0.0,0.0,
6036,DATE+,2242,2252,05-03-2021,6,0.0,0.0,
6037,DATE+,2303,2308,31 Q3,6,0.0,0.0,
6038,DATE+,2329,2339,26-05-2021,6,0.0,0.0,
6039,DATE+,2435,2439,2020,6,0.0,0.0,
6040,DATE+,2512,2523,18 augustus,6,0.0,0.0,
6041,DATE+,2531,2535,2021,6,0.0,0.0,
6042,DATE+,2566,2576,11-08-2021,6,0.0,0.0,
6043,DATE+,2648,2658,18-08-2021,6,0.0,0.0,
6044,DATE+,2740,2744,2020,6,0.0,0.0,
6045,DATE+,2752,2762,27-08-2021,6,0.0,0.0,
6046,DATE+,2858,2862,2021,6,0.0,0.0,
6047,DATE+,2870,2880,07-09-2021,6,0.0,0.0,
6048,DATE+,2945,2954,september,6,0.0,0.0,
6049,DATE+,2985,2995,24-09-2021,6,0.0,0.0,
6050,DATE+,3065,3077,29 september,6,0.0,0.0,
6051,DATE+,3096,3106,27-09-2021,6,0.0,0.0,
6052,DATE+,3161,3170,5 oktober,6,0.0,0.0,
6053,DATE+,3178,3182,2021,6,0.0,0.0,
6054,DATE+,3208,3218,05-10-2021,6,0.0,0.0,
6055,DATE+,3317,3321,2020,6,0.0,0.0,
6056,DATE+,3328,3332,2021,6,0.0,0.0,
6057,DATE+,3340,3350,13-10-2021,6,0.0,0.0,
6058,DATE+,3545,3555,18-10-2021,6,0.0,0.0,
6059,DATE+,3783,3787,2020,6,0.0,0.0,
6060,DATE+,3794,3798,2021,6,0.0,0.0,
6061,DATE+,3815,3826,2-Wijziging,6,0.0,0.0,
6062,DATE+,140,144,2022,94,0.0,0.0,
6064,DATE+,323,327,2020,94,0.0,0.0,
6066,DATE+,632,644,17 juni 2022,94,1.0,1.0,17 juni 2022 en 22 juni 2022
6067,DATE+,648,660,22 juni 2022,94,1.0,1.0,17 juni 2022 en 22 juni 2022
6069,DATE+,775,786,8 juli 2022,94,0.0,0.0,
6071,DATE+,927,939,22 juli 2022,94,0.0,0.0,
6072,DATE+,1035,1039,2013,94,0.0,0.0,
6073,DATE+,101,108,42 5708,18,0.0,0.0,
6077,DATE+,644,659,17 januari 2022,18,0.0,0.0,
6079,DATE+,759,774,27 januari 2022,18,0.0,0.0,
6080,DATE+,908,921,13 maart 2019,18,0.0,0.0,
6108,DATE+,457,474,28 september 2022,63,0.0,0.0,
6109,DATE+,947,951,2017,63,0.0,0.0,
6110,DATE+,1067,1071,2017,63,0.0,0.0,
6111,DATE+,1185,1202,28 september 2022,63,0.0,0.0,
6112,DATE+,88,104,17 februari 2022,110,0.0,0.0,
6115,DATE+,288,292,2001,110,0.0,0.0,
6117,DATE+,565,569,2001,110,0.0,0.0,
6118,DATE+,744,748,2001,110,0.0,0.0,
6119,DATE+,100,104,1087,32,0.0,0.0,
6122,DATE+,810,822,28 juli 2022,32,0.0,0.0,
6123,DATE+,156,164,450 9700,111,0.0,0.0,
6124,DATE+,239,247,450 9700,111,0.0,0.0,
6125,DATE+,283,295,050 587 7444,111,0.0,0.0,
6126,DATE+,341,345,2022,111,0.0,0.0,
6130,DATE+,906,914,n5Bijl1a,111,0.0,0.0,
6131,DATE+,1569,1580,6J-22§-ZQ2l,111,0.0,0.0,
6132,DATE+,1759,1766,86W0B1S,111,0.0,0.0,
6133,DATE+,2552,2556,1175,111,0.0,0.0,
6134,DATE+,3658,3669,202z2qa nan,111,0.0,0.0,
6135,DATE+,3707,3712,jkdeJ,111,0.0,0.0,
6136,DATE+,4086,4089,1•U,111,0.0,0.0,
6137,DATE+,4276,4283,ETWIRK•,111,0.0,0.0,
6138,DATE+,4533,4538,562kW,111,0.0,0.0,
6139,DATE+,4702,4709,"21at ,,",111,0.0,0.0,
6140,DATE+,4834,4836,1U,111,0.0,0.0,
6141,DATE+,4962,4972,elviejnk9t,111,0.0,0.0,
6142,DATE+,5066,5071,006E1,111,0.0,0.0,
6143,DATE+,5082,5089,52N1049,111,0.0,0.0,
6144,DATE+,5150,5155,"6,'71",111,0.0,0.0,
6145,DATE+,5172,5176,21HO,111,0.0,0.0,
6146,DATE+,5228,5229,>,111,0.0,0.0,
6147,DATE+,5358,5362,1-JH,111,0.0,0.0,
6148,DATE+,5924,5925,>,111,0.0,0.0,
6149,DATE+,6523,6531,8 833V2A,111,0.0,0.0,
6150,DATE+,6825,6830,9i00A,111,0.0,0.0,
6151,DATE+,7301,7303,2j,111,0.0,0.0,
6152,DATE+,7525,7527,1Z,111,0.0,0.0,
6153,DATE+,7955,7960,0CtNM,111,0.0,0.0,
6154,DATE+,8034,8037,2L0,111,0.0,0.0,
6155,DATE+,8329,8336,2j u2D0,111,0.0,0.0,
6156,DATE+,8699,8707,587 7444,111,0.0,0.0,
6157,DATE+,8712,8720,5MvHaznN,111,0.0,0.0,
6158,DATE+,8781,8785,2003,111,0.0,0.0,
6170,DATE+,109,117,489 0000,55,0.0,0.0,
6171,DATE+,171,177,7·0JUN,55,0.0,0.0,
6172,DATE+,178,182,2022,55,0.0,0.0,
6173,DATE+,289,300,22·0032/WOO,55,0.0,0.0,
6176,DATE+,612,623,22-0032/Woo,55,0.0,0.0,
6179,DATE+,869,879,1 mei 2022,55,0.0,0.0,
6180,DATE+,891,902,22·0032/Woo,55,0.0,0.0,
6181,DATE+,1153,1163,1 mei 2022,55,0.0,0.0,
6182,DATE+,1202,1212,1 mei 2022,55,0.0,0.0,
6183,DATE+,1325,1336,S juni 2013,55,0.0,0.0,
6184,DATE+,1482,1493,22-0032/Woo,55,0.0,0.0,
6185,DATE+,1739,1752,12 maart 2021,55,0.0,0.0,
6186,DATE+,1796,1809,14 maart 2021,55,0.0,0.0,
6187,DATE+,1936,1947,22-0032/Woo,55,0.0,0.0,
6192,DATE+,621,635,1 januari 2021,84,1.0,0.0,1 januari 2021 en 28 december 2021
6193,DATE+,639,655,28 december 2021,84,1.0,0.0,1 januari 2021 en 28 december 2021
6194,DATE+,718,734,25 augustus 2022,84,0.0,0.0,
6195,DATE+,784,800,25 augustus 2022,84,0.0,0.0,
6196,DATE+,87,102,17 januari 2021,107,0.0,0.0,
6199,DATE+,491,501,36 maanden,107,0.0,0.0,
6201,DATE+,834,847,15 maart 2021,107,0.0,0.0,
6202,DATE+,111,126,1 augustus 2021,114,0.0,0.0,
6206,DATE+,505,521,27 augustus 2021,114,0.0,0.0,
6218,DATE+,260,268,379 8911,109,0.0,0.0,
6220,DATE+,456,471,26 januari 2022,109,0.0,0.0,
6223,DATE+,932,945,23 maart 2022,109,0.0,0.0,
6224,DATE+,953,961,29 maart,109,1.0,1.0,29 maart jl
6225,DATE+,1172,1188,23 november 2005,109,0.0,0.0,
6245,DATE+,149,153,0880,78,0.0,0.0,
6248,DATE+,606,610,2015,78,1.0,0.0,2015 tot en met 2022
6249,DATE+,622,626,2022,78,1.0,0.0,2015 tot en met 2022
6252,DATE+,880,895,12 oktober 2022,78,0.0,0.0,
6253,DATE+,1110,1125,12 oktober 2022,78,0.0,0.0,
6254,DATE+,1309,1329,Datum12 oktober 2022,78,0.0,0.0,
6257,DATE+,325,329,2019,11,0.0,0.0,
6258,DATE+,398,402,1250,11,0.0,0.0,
6260,DATE+,567,574,20-0875,11,0.0,0.0,
6262,DATE+,751,767,31 december 2023,11,0.0,0.0,
6269,DATE+,171,178,20 juni,37,1.0,1.0,20 juni 2022
6273,DATE+,141,149,489 0000,42,0.0,0.0,
6274,DATE+,176,180,2022,42,1.0,1.0,20-JAN 2022
6279,DATE+,954,965,5 juni 2013,42,0.0,0.0,
6289,DATE+,643,653,jaren 1989,77,0.0,0.0,
6290,DATE+,686,690,1989,77,0.0,0.0,
6292,DATE+,944,952,11 maart,77,0.0,0.0,
6293,DATE+,953,957,2022,77,0.0,0.0,
6294,DATE+,1088,1101,11 maart 2022,77,0.0,0.0,
6295,DATE+,1184,1192,11 maart,77,0.0,0.0,
6296,DATE+,1193,1197,2022,77,0.0,0.0,
6297,DATE+,2277,2290,11 maart 2022,77,0.0,0.0,
6298,DATE+,2495,2508,11 maart 2022,77,0.0,0.0,
6299,DATE+,2803,2816,11 maart 2022,77,0.0,0.0,
6300,DATE+,3064,3077,11 maart 2022,77,0.0,0.0,
6301,DATE+,3300,3304,1989,77,0.0,0.0,
6302,DATE+,3431,3435,1989,77,0.0,0.0,
6303,DATE+,4021,4022,>,77,0.0,0.0,
6304,DATE+,4097,4101,1990,77,0.0,0.0,
6305,DATE+,4609,4613,1991,77,0.0,0.0,
6306,DATE+,5080,5086,1 JAAR,77,0.0,0.0,
6307,DATE+,5335,5339,1992,77,0.0,0.0,
6308,DATE+,5669,5675,1 JAAR,77,0.0,0.0,
6309,DATE+,5825,5831,1 JAAR,77,0.0,0.0,
6310,DATE+,6100,6104,1993,77,0.0,0.0,
6311,DATE+,6562,6568,1 JAAR,77,0.0,0.0,
6312,DATE+,6821,6825,1994,77,0.0,0.0,
6313,DATE+,7175,7181,1 JAAR,77,0.0,0.0,
6314,DATE+,7465,7469,1995,77,0.0,0.0,
6315,DATE+,8040,8044,1996,77,0.0,0.0,
6316,DATE+,8561,8565,1997,77,0.0,0.0,
6317,DATE+,8973,8977,1998,77,0.0,0.0,
6318,DATE+,9285,9291,1 JAAR,77,0.0,0.0,
6319,DATE+,9562,9566,1999,77,0.0,0.0,
6320,DATE+,10021,10027,1 JAAR,77,0.0,0.0,
6321,DATE+,10264,10268,2000,77,0.0,0.0,
6322,DATE+,10679,10685,1 JAAR,77,0.0,0.0,
6323,DATE+,10955,10959,2001,77,0.0,0.0,
6324,DATE+,11414,11420,1 JAAR,77,0.0,0.0,
6325,DATE+,11691,11695,2002,77,0.0,0.0,
6326,DATE+,12083,12089,1 JAAR,77,0.0,0.0,
6327,DATE+,12292,12296,2003,77,0.0,0.0,
6328,DATE+,12750,12756,1 JAAR,77,0.0,0.0,
6329,DATE+,12958,12962,2004,77,0.0,0.0,
6330,DATE+,13252,13258,1 JAAR,77,0.0,0.0,
6331,DATE+,13600,13604,2005,77,0.0,0.0,
6332,DATE+,14125,14129,2006,77,0.0,0.0,
6333,DATE+,14223,14229,1 JAAR,77,0.0,0.0,
6334,DATE+,14293,14299,1 JAAR,77,0.0,0.0,
6335,DATE+,14738,14742,2007,77,0.0,0.0,
6336,DATE+,14836,14842,1 JAAR,77,0.0,0.0,
6337,DATE+,14906,14912,1 JAAR,77,0.0,0.0,
6338,DATE+,15382,15383,>,77,0.0,0.0,
6339,DATE+,15434,15435,>,77,0.0,0.0,
6340,DATE+,15568,15572,2008,77,0.0,0.0,
6341,DATE+,16056,16062,1 JAAR,77,0.0,0.0,
6342,DATE+,16281,16282,>,77,0.0,0.0,
6343,DATE+,16357,16361,2009,77,0.0,0.0,
6344,DATE+,16455,16461,1 JAAR,77,0.0,0.0,
6345,DATE+,16525,16531,1 JAAR,77,0.0,0.0,
6346,DATE+,16950,16951,>,77,0.0,0.0,
6347,DATE+,17026,17030,2010,77,0.0,0.0,
6348,DATE+,17124,17130,1 JAAR,77,0.0,0.0,
6349,DATE+,17479,17480,>,77,0.0,0.0,
6350,DATE+,17567,17571,2011,77,0.0,0.0,
6351,DATE+,17665,17671,1 JAAR,77,0.0,0.0,
6352,DATE+,17735,17741,1 JAAR,77,0.0,0.0,
6353,DATE+,18065,18071,3 JAAR,77,0.0,0.0,
6354,DATE+,18121,18127,3 JAAR,77,0.0,0.0,
6355,DATE+,18223,18227,2012,77,0.0,0.0,
6356,DATE+,18321,18327,1 JAAR,77,0.0,0.0,
6357,DATE+,18391,18397,1 JAAR,77,0.0,0.0,
6358,DATE+,18733,18739,3 JAAR,77,0.0,0.0,
6359,DATE+,18789,18795,3 JAAR,77,0.0,0.0,
6360,DATE+,18891,18895,2013,77,0.0,0.0,
6361,DATE+,18989,18995,1 JAAR,77,0.0,0.0,
6362,DATE+,19059,19065,1 JAAR,77,0.0,0.0,
6363,DATE+,19462,19468,3 JAAR,77,0.0,0.0,
6364,DATE+,19564,19568,2014,77,0.0,0.0,
6365,DATE+,19662,19668,1 JAAR,77,0.0,0.0,
6366,DATE+,19732,19738,1 JAAR,77,0.0,0.0,
6367,DATE+,20085,20091,3 JAAR,77,0.0,0.0,
6368,DATE+,20187,20191,2015,77,0.0,0.0,
6369,DATE+,20285,20291,1 JAAR,77,0.0,0.0,
6370,DATE+,20355,20361,1 JAAR,77,0.0,0.0,
6371,DATE+,20695,20701,3 JAAR,77,0.0,0.0,
6372,DATE+,20735,20741,3 JAAR,77,0.0,0.0,
6373,DATE+,20855,20859,2016,77,0.0,0.0,
6374,DATE+,20953,20959,1 JAAR,77,0.0,0.0,
6375,DATE+,21023,21029,1 JAAR,77,0.0,0.0,
6376,DATE+,21362,21368,3 JAAR,77,0.0,0.0,
6377,DATE+,21402,21408,3 JAAR,77,0.0,0.0,
6378,DATE+,21522,21526,2017,77,0.0,0.0,
6379,DATE+,21947,21953,3 JAAR,77,0.0,0.0,
6380,DATE+,22049,22053,2018,77,0.0,0.0,
6381,DATE+,22437,22443,3 JAAR,77,0.0,0.0,
6382,DATE+,22491,22497,3 JAAR,77,0.0,0.0,
6383,DATE+,22592,22596,2019,77,0.0,0.0,
6384,DATE+,22937,22943,3 JAAR,77,0.0,0.0,
6385,DATE+,22977,22983,3 JAAR,77,0.0,0.0,
6386,DATE+,23097,23101,2020,77,0.0,0.0,
6387,DATE+,23485,23491,3 JAAR,77,0.0,0.0,
6388,DATE+,23525,23531,3 JAAR,77,0.0,0.0,
6389,DATE+,23644,23648,2021,77,0.0,0.0,
6390,DATE+,24035,24041,3 JAAR,77,0.0,0.0,
6391,DATE+,24091,24097,3 JAAR,77,0.0,0.0,
6394,DATE+,314,318,1987,15,0.0,0.0,
6396,DATE+,559,569,jaren 1987,15,0.0,0.0,
6397,DATE+,574,578,1989,15,0.0,0.0,
6398,DATE+,634,638,1989,15,0.0,0.0,
6400,DATE+,953,969,23 februari 2022,15,0.0,0.0,
6401,DATE+,1050,1066,23 februari 2022,15,0.0,0.0,
6402,DATE+,1204,1220,23 februari 2022,15,0.0,0.0,
6403,DATE+,1316,1332,23 februari 2022,15,0.0,0.0,
6404,DATE+,2286,2302,23 februari 2022,15,0.0,0.0,
6405,DATE+,2547,2563,23 februari 2022,15,0.0,0.0,
6406,DATE+,2924,2940,23 februari 2022,15,0.0,0.0,
6407,DATE+,3056,3072,23 februari 2022,15,0.0,0.0,
6408,DATE+,3205,3221,23 februari 2022,15,0.0,0.0,
6409,DATE+,3336,3340,1987,15,0.0,0.0,
6410,DATE+,3345,3349,1997,15,0.0,0.0,
6411,DATE+,3395,3399,1998,15,0.0,0.0,
6412,DATE+,3404,3408,2021,15,0.0,0.0,
6413,DATE+,3459,3467,154 7482,15,0.0,0.0,
6414,DATE+,3509,3513,1987,15,0.0,0.0,
6415,DATE+,3517,3521,1988,15,0.0,0.0,
6416,DATE+,3568,3572,1989,15,0.0,0.0,
6417,DATE+,3632,3636,1110,15,0.0,0.0,
6418,DATE+,3666,3670,1990,15,0.0,0.0,
6419,DATE+,3764,3768,1991,15,0.0,0.0,
6420,DATE+,3862,3866,1992,15,0.0,0.0,
6421,DATE+,3977,3981,1993,15,0.0,0.0,
6422,DATE+,4041,4045,1050,15,0.0,0.0,
6423,DATE+,4075,4079,1994,15,0.0,0.0,
6424,DATE+,4139,4143,1050,15,0.0,0.0,
6425,DATE+,4173,4177,1995,15,0.0,0.0,
6426,DATE+,4237,4241,1050,15,0.0,0.0,
6427,DATE+,4271,4275,1996,15,0.0,0.0,
6428,DATE+,4335,4339,1025,15,0.0,0.0,
6429,DATE+,4369,4373,1997,15,0.0,0.0,
6430,DATE+,4433,4437,1025,15,0.0,0.0,
6431,DATE+,4550,4554,1998,15,0.0,0.0,
6432,DATE+,4602,4606,1998,15,0.0,0.0,
6433,DATE+,4672,4676,1998,15,0.0,0.0,
6434,DATE+,4714,4718,1999,15,0.0,0.0,
6435,DATE+,4766,4770,1999,15,0.0,0.0,
6436,DATE+,4808,4812,2000,15,0.0,0.0,
6437,DATE+,4891,4895,1050,15,0.0,0.0,
6438,DATE+,4896,4900,2000,15,0.0,0.0,
6439,DATE+,4938,4942,2001,15,0.0,0.0,
6440,DATE+,5021,5025,1050,15,0.0,0.0,
6441,DATE+,5026,5030,2001,15,0.0,0.0,
6442,DATE+,5068,5072,2002,15,0.0,0.0,
6443,DATE+,5119,5123,2002,15,0.0,0.0,
6444,DATE+,5162,5166,2002,15,0.0,0.0,
