id,label,start,end,text,doc_id,sentence,event,event_ids,start_event,end_event
5850,c: besluit datum,155,170,28 januari 2022,45,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr.",Datum: Uitsluitend verstuurd per mail op,[7918],[114],[154]
5851,c: verzoek datum,242,254,4 maart 2021,45,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht,[7920],[283],[375]
5852,c: verzoek ontvangen,269,281,5 maart 2021,45,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr.",ontvangen,[7919],[256],[265]
5856,c: ontvangst verzoek bevestigd,676,688,8 maart 2021,45,"De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 8 maart 2021, kenmerk 21-0200.",ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[7922],[611],[671]
5857,c: beslistermijn verdaagd,726,739,29 maart 2021,45,In de brief van 29 maart 2021 is de beslistermijn met vier weken verdaagd tot 27 april 2021.,is de beslistermijn met vier weken verdaagd,[7923],[740],[783]
5859,c: besluit datum,341,354,13 april 2022,85,Retouradres Postbus 20350 2500 E.) Den Haag Directie Wetgeving en 3uridische Zaken Bezoekadres: Pamassusplein 5 2511 VX Den Haag T 070 340 79 11 F 070 340 59 84 www.rijksoverheld.ni Inlichtingen bi Datum: 13 april 2022,Datum,[7927],[334],[339]
5860,c: verzoek datum,405,420,27 januari 2022,85,A en 3 documenten Uw e-mail In uw e-mail van 27 januari 2022 heeft u met een beroep op de Wet openbaarheid 27 januari 2022 van bestuur (hierna: Wob) verzocht om informatie over Briedis Jeugdbeschermers.,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,"[7928, 7929]","[421, 483]","[466, 531]"
5875,c: beslistermijn verdaagd,1675,1691,21 februari 2022,85,In de brief van 21 februari 2022 is de beslistermijn met vier weken verdaagd tot 24 maart 2022.,is de beslistermijn met vier weken verdaagd,[7932],[1692],[1735]
5877,c: beslistermijn verdaagd,1774,1786,9 maart 2022,85,In de brief van 9 maart 2022 bent u geïnformeerd over de opschorting van de beslistermijn met drie weken in verband met zienswijzeverzoeken.,bent u geïnformeerd over de opschorting van de beslistermijn met drie weken,[7933],[1787],[1862]
5885,c: besluit datum,228,239,8 juli 2022,28,BJ Den Haag www.rijksoverheid.nl Contact minocw.nl Per e-mail verzonden aan Onze referentie Bijlagen D atum 8 juli 2022 2 B e treft Besluit op uw informatieverzoek,D atum,[7936],[221],[227]
5886,c: verzoek datum,306,319,29 maart 2022,28,"In uw verzoek van 29 maart 2022, door mij op dezelfde dag ontvangen via het webformulier op rijksoverheid.nl, heeft u het ministerie van Onderwijs, Cultuur en Wetenschap (hierna: OCW) gevraagd informatie openbaar te maken over het Nationaal Platform Levenlang Ontwikkelen (NPLO) (ook wel ikwilverderleren.nl genoemd).","heeft u het ministerie van Onderwijs, Cultuur en Wetenschap (hierna: OCW) gevraagd informatie openbaar te maken",[7937],[398],[509]
5887,c: contact,612,625,12 april 2022,28,Op 12 april 2022 heeft er een gesprek plaatsgevonden waarbij u en uw collega aanwezig waren.,heeft er een gesprek plaatsgevonden,[7939],[626],[661]
5888,c: overig,708,721,20 april 2022,28,Op 20 april 2022 heeft u een formele ontvangstbevestiging ontvangen waarin de bovenstaande afspraken zijn bevestigd.,heeft u een formele ontvangstbevestiging ontvangen waarin de bovenstaande afspraken zijn bevestigd,[7940],[722],[820]
5890,c: contact,890,901,24 mei 2022,28,Op 24 mei 2022 heeft een Woo-jurist van OCW telefonisch contact met u opgenomen en aangegeven dat de termijn onhaalbaar is gebleken.,heeft een Woo-jurist van OCW telefonisch contact met u opgenomen en aangegeven dat de termijn onhaalbaar is gebleken,[7941],[902],[1018]
5892,c: contact,1120,1132,21 juni 2022,28,Hierover bent u op 21 juni 2022 op de hoogte gesteld.,bent u op de hoogte gesteld,"[7942, 7943]","[1110, 1133]","[1116, 1153]"
5893,c: inwerking treden van Woo,1178,1188,1 mei 2022,28,Wettelijk kader Per 1 mei 2022 is de Wet open overheid (hierna: Woo) in werking getreden waarmee de Wet openbaarheid van bestuur niet meer geldig is.,is de Wet open overheid (hierna: Woo) in werking getreden waarmee de Wet openbaarheid van bestuur niet meer geldig is,[7944],[1189],[1306]
5894,c: inwerking treden van Woo,1317,1327,1 mei 2022,28,Vanaf 1 mei 2022 kan ik daarom geen Wob-besluiten meer nieten.,kan ik daarom geen Wob-besluiten meer nieten,[8283],[1328],[1372]
6008,c: besluit datum,251,263,22 juni 2022,113,Ondernemend Nederland Vergunningen en Handhaving Mandemaat 3 Assen Postbus 40225 8004 DE Zwolle www.rvo.nl Contactpersoon Woo-medewerker T 088 042 42 42 woo-unit@rvo.nl Datum 22 juni 2022,Datum,[7956],[245],[250]
6009,c: verzoek datum,288,301,29 maart 2022,113,"Met uw verzoek van 29 maart 2022 heeft u de Rijksdienst voor Ondernemend Nederland (hierna: RVO.nl) gevraagd om informatie openbaar te maken over alle stukken, verslagen, notulen app/msm contacten, interne stukken en correspondentie met derden in relatie tot totstandkoming van fosfaatreductieplan vanaf 2014 voor Ook alle stukken t.a.v.",heeft u de Rijksdienst voor Ondernemend Nederland (hierna: RVO.nl) gevraagd om informatie openbaar te maken,[7957],[302],[409]
6011,c: ontvangst verzoek bevestigd,756,768,8 april 2022,113,totstandkoming en uitvoering fosfaatrechtenstelsel met informatie over schrappen/laten verdwijnen van de erkenning als koper boerderijmelk van Op 8 april 2022 heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen.,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,[8284],[769],[836]
6013,c: inwerking treden van Woo,922,932,1 mei 2022,113,Wettelijk kader Op 1 mei 2022 is de Wob ingetrokken en vervangen door de Wet open overheid (Woo).,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),[7958],[933],[999]
6074,c: besluit datum,164,179,9 februari 2022,18,"Janssen 8004 DE Zwolle STEENOVENWEG 4A T 088 042 42 42 5708 HN HELMOND Onze referentie 5708HN4 WOB/2021/281 Datum: 9 februari 2022 Betreft: Geanonimiseerd afschrift besluit Wob-verzoek Mani B.V. Geachte heer Janssen, Met uw bericht van 22 november 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht over een bedrijf dat deelneemt aan de Subsidieregeling sanering varkenshouderijen.",Datum,[7987],[157],[162]
6075,c: verzoek datum,285,301,22 november 2021,18,"Janssen 8004 DE Zwolle STEENOVENWEG 4A T 088 042 42 42 5708 HN HELMOND Onze referentie 5708HN4 WOB/2021/281 Datum: 9 februari 2022 Betreft: Geanonimiseerd afschrift besluit Wob-verzoek Mani B.V. Geachte heer Janssen, Met uw bericht van 22 november 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht over een bedrijf dat deelneemt aan de Subsidieregeling sanering varkenshouderijen.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,[7988],[302],[396]
6076,c: ontvangst verzoek bevestigd,551,566,1 december 2021,18,Beslistermijn De ontvangst van uw verzoek heb ik met mijn brief van 1 december 2021 bevestigd.,ontvangst van uw verzoek heb ik met mijn brief bevestigd,"[7989, 7990]","[500, 567]","[546, 576]"
6078,c: beslistermijn verdaagd,683,698,11 januari 2022,18,Met mijn brief van 11 januari 2022 heb ik u medegedeeld dat de beslistermijn is opgeschort tot 27 januari 2022 vanwege het vragen van een zienswijze aan derden.,heb ik u medegedeeld dat de beslistermijn is opgeschort,[7992],[699],[754]
6105,c: besluit datum,174,191,28 september 2022,63,Betreft: Beslissing verzoek Wet open overheid Datum 28 september 2022,Datum,[7999],[168],[173]
6106,c: verzoek ontvangen,200,213,14 april 2022,63,Op 14 april 2022 ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken.,ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken,[8000],[214],[322]
6107,c: inwerking treden van Woo,348,358,1 mei 2022,63,Wet open overheid Op 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).,is de Wob vervangen door de Wet open overheid (hierna: Woo),[8001],[359],[418]
6113,c: besluit datum,115,128,14 maart 2022,110,Datum 14 maart 2022,Datum,[8006],[109],[114]
6114,c: verzoek datum,195,211,17 februari 2022,110,", Via het contactformulier op www.rijksoverheid.nl heeft u op 17 februari 2022 verzocht om informatie over de totstandkoming van de Wet inkomstenbelasting 2001.",verzocht om informatie,[8007],[212],[234]
6116,c: ontvangst verzoek bevestigd,371,383,3 maart 2022,110,"De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 3 maart 2022, met kenmerk 2022-0000062729.",ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,[8009],[300],[366]
6120,c: besluit datum,297,314,20 september 2022,32,"Zaken Rijnstraat 50 Krijn Taconiskade 278 Den Haag 1087 HW AMSTERDAM Postbus 16375 2500 BJ Den Haag www.rijksoverheid.nl Per e-mail verstuurd: Contact Dienstpostbus Woo Dienstpostbus.Woo@minocw.nl Onze referentie 34010651 (2022-076) Bijlagen Datum 20 september 2022 1 – Relevante wetsartikelen Betreft Besluit op uw Woo-verzoek Bezwaar Als u belang hebt bij dit besluit, dan kunt u hiertegen binnen 6 weken, gerekend vanaf de verzenddatum, bezwaar maken.",Datum,[8012],[291],[296]
6121,c: verzoek datum,525,541,5 september 2022,32,"In uw verzoek van 5 september 2022, ontvangen per e-mail op dezelfde datum, heeft u het ministerie van Onderwijs, Cultuur en Wetenschap verzocht om een specifieke beschikking openbaar te maken.","heeft u het ministerie van Onderwijs, Cultuur en Wetenschap verzocht om een specifieke beschikking openbaar te maken",[8013],[582],[699]
6159,c: verzoek datum,96,112,24 augustus 2021,76,Op 24 augustus 2021 is een verzoek ingediend om openbaarmaking van geanonimiseerde getuigenverklaringen inzake dossier 2007885.,is een verzoek ingediend om openbaarmaking,[8287],[113],[155]
6160,c: overig,267,283,30 augustus 2021,76,Wet openbaarheid van bestuur Bij brief van 30 augustus 2021 is het verzoek aangemerkt als een verzoek in gevolge de Wet openbaarheid van bestuur (hierna: Wob).,is het verzoek aangemerkt als een verzoek in gevolge de Wet openbaarheid van bestuur (hierna: Wob),[8288],[284],[382]
6161,c: besluit datum,394,407,13 april 2022,76,"Datum: 13 april 2022 Hoogachtend,de Minister van Sociale Zaken en Werkgelegenheid, namens deze, Dit is een beschikking in de zin van artikel 1:3, tweede lid, van de Awb.",Datum,[8289],[387],[392]
6188,c: besluit datum,112,128,25 augustus 2022,84,Datum 25 augustus 2022 4065703,Datum,[8042],[106],[111]
6189,c: verzoek datum,165,181,28 december 2021,84,"Geachte , Bij brief van 28 december 2021 heeft u een verzoek om openbaarmaking van informatie ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob).",heeft u een verzoek om openbaarmaking van informatie ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob),[8044],[182],[303]
6190,c: inwerking treden van Woo,312,322,1 mei 2022,84,"Per 1 mei 2022 is de Wet open overheid (hierna: Woo) in werking getreden, ter vervanging van de Wob.","is de Wet open overheid (hierna: Woo) in werking getreden, ter vervanging van de Wob",[8045],[323],[407]
6191,c: ontvangst verzoek bevestigd,426,441,12 januari 2022,84,Bij brief van 12 januari 2022 heb ik de ontvangst van uw verzoek bevestigd.,heb ik de ontvangst van uw verzoek bevestigd,[8046],[442],[486]
6197,c: besluit datum,109,121,4 april 2022,107,Per e-mail: 17 januari 2021 Datum 4 april 2022,Datum,[8050],[103],[108]
6198,c: verzoek datum,144,159,17 januari 2021,107,", In uw email van 17 januari 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie over de Regeling Overdrachtsbelasting, verruiming termijn bij doorverkoop.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,[8290],[160],[254]
6200,c: ontvangst verzoek bevestigd,722,737,21 januari 2021,107," Wat zijn de achtergronden/redenen geweest voor de totstandkoming van de regeling Overdrachtsbelasting, verruiming termijn bij doorverkoop.” De ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief van 21 januari 2021, met kenmerk 2021-0000011999.",ontvangst van uw verzoek heb ik u schriftelijk bevestigd bij brief,[8052],[651],[717]
6203,c: besluit datum,137,150,25 maart 2022,114,Datum 25 maart 2022,Datum,[8057],[131],[136]
6204,c: verzoek datum,173,188,1 augustus 2021,114,", In uw email van 1 augustus 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie over AI- toepassingen door de Douane.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,[8058],[189],[283]
6205,c: ontvangst verzoek bevestigd,388,404,10 augustus 2021,114,"De ontvangst van uw verzoek heb ik u schriftelijk bevestigd op 10 augustus 2021, met kenmerk 2021-0000164560.",ontvangst van uw verzoek heb ik u schriftelijk bevestigd,[8059],[328],[384]
6207,c: contact,529,542,augustus 2021,114,In augustus 2021 heeft u met de woordvoerder van Douane telefonisch gesproken over de inhoud van uw Wob-verzoek en is aangeboden u een presentatie te geven omtrent AI.,heeft u met de woordvoerder van Douane telefonisch gesproken over de inhoud van uw Wob-verzoek en is aangeboden u een presentatie te geven omtrent AI,[10734],[543],[692]
6208,c: contact,700,715,2 november 2021,114,Op 2 november 2021 heeft u met een woordvoerder telefonisch gesproken over de voortgang van uw Wob-verzoek.,heeft u met een woordvoerder telefonisch gesproken over de voortgang van uw Wob-verzoek,[10735],[716],[803]
6209,c: overig,811,827,30 november 2021,114,Op 30 november 2021 heeft u wegens het niet tijdig Directie Juridische Zaken beslissen een ingebrekestelling ingediend.,heeft u wegens het niet tijdig Directie Juridische Zaken beslissen een ingebrekestelling ingediend,[8062],[828],[926]
6210,c: overig,975,990,1 december 2021,114,De ontvangst van uw ingebrekestelling is op 1 december 2021 bevestigd.,ontvangst van uw ingebrekestelling is bevestigd,"[8063, 8064]","[934, 991]","[971, 1000]"
10060,c: besluit datum,94,107,25 maart 2022,7,Bijlagen Datum 25 maart 2022 A- Relevante Wob-artikelen Betreft Deelbesluit 1 op uw Wob-verzoek inzake MKB bijzonder B- Inventarislijst,Datum,[8293],[88],[93]
8294,c: verzoek datum,238,261,dinsdag 12 januari 2021,7,", In uw e-mail van dinsdag 12 januari 2021, ontvangen op dezelfde datum, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om relevante documenten (onder meer notulen, beleidsstukken), die binnen het departement ten grondslag hebben gelegen aan discussie, onderzoek, antwoorden en besluitvorming inzake Bijzonder Beheer voor MKB bij banken in de periode 2013-2019.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om relevante documenten,[8295],[292],[396]
6214,c: ontvangst verzoek bevestigd,680,695,19 januari 2021,7,"De ontvangst van uw verzoek heb ik u bevestigd per e-mail van 19 januari 2021, met kenmerk 2021-0000009342.",ontvangst van uw verzoek heb ik u bevestigd per e-mail,[8296],[621],[675]
6215,c: contact,732,748,22 februari 2021,7,Op 22 februari 2021 heeft u uw Wob-verzoek telefonisch toegelicht.,heeft u uw Wob-verzoek telefonisch toegelicht,[8297],[749],[794]
6216,c: contact,802,817,2 december 2021,7,Op 2 december 2021 heeft u per e-mail verzocht of gefaseerde openbaarmaking (deelbesluiten) mogelijk is.,heeft u per e-mail verzocht of gefaseerde openbaarmaking (deelbesluiten) mogelijk is,[8298],[818],[902]
6217,c: contact,910,926,10 december 2021,7,Op 10 december 2021 heeft een medewerker van mijn ministerie aangegeven dat dat mogelijk is.,heeft een medewerker van mijn ministerie aangegeven dat dat mogelijk is,[8299],[927],[998]
6246,c: besluit datum,188,203,12 oktober 2022,78,Onze referentie Datum 12 oktober 2022 Wob/2022/039,Datum,[8078],[182],[187]
6247,c: verzoek ontvangen,235,251,25 februari 2022,78,"5.1,2,E 2 Op 25 februari 2022 heb ik uw gegevensverzoek ontvangen waarin u vraagt om openbaarmaking van informatie.",heb ik uw gegevensverzoek ontvangen waarin u vraagt om openbaarmaking van informatie,[8080],[252],[336]
6250,c: ontvangst verzoek bevestigd,693,709,25 februari 2022,78,ProcedureDe ontvangst van uw verzoek is digitaal bevestigd op 25 februari 2022.,ontvangst van uw verzoek is digitaal bevestigd,[8081],[643],[689]
6251,c: inwerking treden van Woo,733,743,1 mei 2022,78,Wettelijk kader Op 1 mei 2022 is de Wet openbaarheid van bestuur (hierna te noemen Wob) ingetrokken en vervangen door de Wet open overheid (hierna te noemen Woo).,is de Wet openbaarheid van bestuur (hierna te noemen Wob) ingetrokken en vervangen door de Wet open overheid (hierna te noemen Woo),[8083],[744],[875]
6255,c: besluit datum,103,115,5 april 2022,11,Datum: 5 april 2022,Datum,[8087],[96],[101]
6256,c: verzoek datum,182,198,20 november 2020,11,"heer/mevrouw Bij e-mail van 20 november 2020 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om van informatie naar aanleiding van de, in 2019, afgeschoten edelherten in Oostvaardersplassen, waarbij er ongeveer 1250 edelherten voor menselijke consumptie zijn aangeboden door een onderneming.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om van informatie,[8088],[199],[297]
6259,c: ontvangst verzoek bevestigd,538,554,23 november 2020,11,De ontvangst van uw verzoek is bevestigd bij e-mail van 23 november 2020 met kenmerk 20-0875.,ontvangst van uw verzoek is bevestigd bij e-mail,[8089],[485],[533]
6261,c: beslistermijn verdaagd,593,609,14 december 2020,11,Bij brief van 14 december 2020 is de beslistermijn met vier weken verdaagd.,is de beslistermijn met vier weken verdaagd,[8091],[610],[653]
6263,c: besluit datum,119,136,14 september 2022,8,Datum 14 september 2022,Datum,[8319],[113],[118]
6264,c: verzoek datum,168,183,3 augustus 2022,8,"Geachte , In uw e-mail van 3 augustus 2022 heeft u mijn ministerie verzocht om een extra zoekslag te verrichten en aanvullende documenten te verstrekken die per abuis zouden ontbreken bij de afhandeling van uw eerdere verzoek (2022-018).",heeft u mijn ministerie verzocht om een extra zoekslag te verrichten en aanvullende documenten te verstrekken,[8320],[184],[293]
6265,c: overig,399,415,18 augustus 2022,8,Uw verzoek is op 18 augustus 2022 in behandeling genomen.,verzoek is in behandeling genomen,"[8321, 8322]","[385, 416]","[395, 438]"
6266,c: contact,446,463,12 september 2022,8,Op 12 september 2022 is u bericht dat uw 11 vragen in ieder geval 2 documenten hebben opgeleverd die nog niet zijn beoordeeld.,is u bericht dat uw 11 vragen in ieder geval 2 documenten hebben opgeleverd die nog niet zijn beoordeeld,[10733],[464],[568]
8096,c: besluit datum,171,183,20 juni 2022,37,Den Haag 2500 EX Contactpersoon Woo-verzoeken-artikel4.1@minienw.nl Datum 20 juni 2022 Kenmerk,Datum,[8095],[165],[170]
6270,c: verzoek datum,216,227,27 mei 2022,37,Met uw verzoek van 27 mei 2022 heeft u mij gevraagd om documenten openbaar te maken inzake de totstandkoming van de geluidsnorm voor windturbines.,heeft u mij gevraagd om documenten openbaar te maken,[8098],[228],[280]
6271,c: ontvangst verzoek bevestigd,432,443,27 mei 2022,37,Verloop procedure De ontvangst van uw verzoek is schriftelijk bevestigd per brief op 27 mei 2022 met het kenmerk 2022-38.,ontvangst van uw verzoek is schriftelijk bevestigd per brief,[8099],[368],[428]
6272,c: contact,499,511,10 juni 2022,37,Over uw verzoek heeft u op 10 juni 2022 een digitaal overleg gehad met twee medewerkers van het Ministerie van Infrastructuur en Waterstaat.,digitaal overleg gehad met twee medewerkers van het Ministerie van Infrastructuur en Waterstaat,[10732],[516],[611]
8104,c: besluit datum,169,180,20-JAN 2022,42,Contactpersoon 20-JAN 2022,Contactpersoon,[8106],[154],[168]
6275,c: verzoek datum,213,229,31 augustus 2021,42,"Uw kenmerk In uw brief van 31 augustus 2021 heeft u bij het ministerie van Infrastructuur en Waterstaat, met een beroep op de Wet openbaarheid van bestuur (hierna : Wob), Bij beantwoording verzocht om informatie met betrekking tot de Wet explosieven voor civiele gebruik Graag bovengenoemd (hierna: WECG).","heeft u bij het ministerie van Infrastructuur en Waterstaat, met een beroep op de Wet openbaarheid van bestuur (hierna : Wob) verzocht om informatie","[8108, 8109]","[230, 375]","[355, 397]"
6276,c: overig,516,532,1 september 2021,42,Uw Wob-verzoek is op 1 september 2021 kenmerk en contactpersoon doorgestuurd naar de Inspectie Leefomgeving en Transport (hierna: ILT) ter vermelden verdere behandeling.,Wob-verzoek is doorgestuurd naar de Inspectie Leefomgeving en Transport (hierna: ILT) ter vermelden verdere behandeling,"[10771, 8110]","[498, 559]","[512, 663]"
6277,c: ontvangst verzoek bevestigd,774,790,1 september 2021,42,"Verloop van de procedure De ontvangst van uw verzoek is door de ILT schriftelijk b,evestigd bij brief van 1 september 2021 en geregistreerd onder het kenmerk 0-4-21-0052.001.","ontvangst van uw verzoek is door de ILT schriftelijk b,evestigd bij brief",[8112],[696],[769]
6278,c: beslistermijn verdaagd,860,877,21 september 2021,42,Bij brief van 21 september 2021 heb ik de beslistermijn met vier weken verdaagd.,heb ik de beslistermijn met vier weken verdaagd,[8113],[878],[925]
6285,c: besluit datum,121,134,11 maart 2022,77,Datum 11 maart 2022,Datum,[8116],[115],[120]
6286,c: verzoek datum,159,173,6 oktober 2021,77,", In uw e-mail van 6 oktober 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie over diertellingen van het bedrijf Bredesteeg 37 te Echteld.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,[8117],[174],[268]
6287,c: ontvangst verzoek bevestigd,411,426,13 oktober 2021,77,Procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 13 oktober 2021 met kenmerk WOB/2021/252.,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[8118],[346],[406]
6288,c: beslistermijn verdaagd,472,487,3 februari 2022,77,In de brief van 3 februari 2022 is aan u medegedeeld dat de beslistermijn met twee weken is verlengd vanwege het vragen van zienswijzen aan derden.,is aan u medegedeeld dat de beslistermijn met twee weken is verlengd,[8119],[488],[556]
6291,c: contact,767,782,3 februari 2022,77,Zienswijzen U bent er over geïnformeerd in de brief van 3 februari 2022 dat er een derde belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover zijn of haar zienswijze te geven.,bent er over geïnformeerd in de brief dat er een derde belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover zijn of haar zienswijze te geven,"[8121, 8122]","[725, 783]","[762, 939]"
6392,c: besluit datum,55,71,23 februari 2022,15,Datum 23 februari 2022,Datum,[8125],[49],[54]
6393,c: verzoek datum,95,110,6 augustus 2021,15,In uw bericht van 6 augustus 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie.,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,[8126],[111],[205]
6395,c: ontvangst verzoek bevestigd,418,434,19 augustus 2021,15,"Procedure De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 19 augustus 2021, kenmerk WOB2021-208.",ontvangst van uw verzoek is schriftelijk bevestigd bij brief,[8127],[353],[413]
6399,c: contact,699,715,1 september 2021,15,Zienswijzen U bent er over geïnformeerd in de brief van 1 september 2021 dat er een derde-belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover een zienswijze te geven.,bent er over geïnformeerd in de brief dat er een derde-belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover een zienswijze te geven,"[8128, 8129]","[657, 716]","[694, 863]"
6518,c: besluit datum,99,115,10 augustus 2022,29,Datum 10 augustus 2022,Datum,[8132],[93],[98]
6519,c: verzoek datum,157,173,21 februari 2022,29,U kunt uw bezwaar Met uw verzoek van 21 februari 2022 heeft u het ministerie van Binnenlandse ook digitaal indienen op Zaken en Koninkrijksrelaties (BZK) gevraagd om informatie openbaar te maken www.bezwaarschriftenocw.nl.,heeft u het ministerie van Binnenlandse ook digitaal indienen op Zaken en Koninkrijksrelaties (BZK) gevraagd om informatie openbaar te maken,[8133],[174],[314]
6520,c: contact,364,377,22 maart 2022,29,In een gesprek op 22 maart 2022 heeft u aangegeven dat u op zoek bent naar informatie over de manier waarop de departementen invulling geven aan de controle op de declaraties gedaan door commissieleden en u wilt weten of al deze soorten declaraties worden gecontroleerd volgens deze werkwijze.,In een gesprek heeft u aangegeven dat u op zoek bent naar informatie over de manier waarop de departementen invulling geven aan de controle op de declaraties gedaan door commissieleden en u wilt weten of al deze soorten declaraties worden gecontroleerd volgens deze werkwijze,"[8134, 8135]","[346, 378]","[360, 638]"
6522,c: overig,895,907,20 juli 2022,29,Het verzoek is bij mijn ministerie ontvangen op 20 juli 2022 en diezelfde dag in behandeling genomen.,verzoek is bij mijn ministerie ontvangen en diezelfde dag in behandeling genomen,"[8136, 8137]","[851, 908]","[891, 947]"
6538,c: besluit datum,190,203,10 maart 2022,22,"Waterkwaliteit, Ondergrond en Marien Postbus 20901 Den Haag 2500 EX Contactpersoon wob-loket@minienw.nl Ons kenmerk IENW/BSK-2022/18711 Datum 10 maart 2022 Betreft Wob-verzoek 2021-56 Geachte , In uw e-mail van 21 september 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten met betrekking tot de collectieve zuivering afvalwater gewasbeschermingsmiddelen afvalwaterzuiveringsinstallatie Nieuwe Waterweg in de gemeente Westland.",Datum,[8150],[184],[189]
6539,c: verzoek datum,259,276,21 september 2021,22,"Waterkwaliteit, Ondergrond en Marien Postbus 20901 Den Haag 2500 EX Contactpersoon wob-loket@minienw.nl Ons kenmerk IENW/BSK-2022/18711 Datum 10 maart 2022 Betreft Wob-verzoek 2021-56 Geachte , In uw e-mail van 21 september 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten met betrekking tot de collectieve zuivering afvalwater gewasbeschermingsmiddelen afvalwaterzuiveringsinstallatie Nieuwe Waterweg in de gemeente Westland.",heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten,[8151],[277],[371]
