doc_id,date,label,corrected,start_in_text,end_in_text,start_in_sent,end_in_sent,sentence
42,1 september 2021,DATE,False,774,790,106,122,"Verloop van de procedure De ontvangst van uw verzoek is door de ILT schriftelijk b,evestigd bij brief van 1 september 2021 en geregistreerd onder het kenmerk 0-4-21-0052.001."
42,21 september 2021,DATE,False,860,877,14,31,Bij brief van 21 september 2021 heb ik de beslistermijn met vier weken verdaagd.
42,5 juni 2013,DATE,False,954,965,24,35,"van den Bos 1 zie ABRvS 5 juni 2013, nr."
45,4 maart 2021,DATE,False,242,254,194,206,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr."
45,5 maart 2021,DATE,False,269,281,221,233,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr."
45,4 maart 2021,DATE,False,496,508,448,460,"mr. 3540 AA Utrecht www.nvwa.nl Onze referentie TRCNVWA/2021/6177 Datum: Uitsluitend verstuurd per mail op 28 januari 2022 Betreft: Besluit op Wob-verzoek 21-0200 Geachte heer , In uw brief van 4 maart 2021, ontvangen op 5 maart 2021, heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om alle rapporten van bevindingen, voornemens tot boeteopleggingen en boetebeschikkingen over de periode 2018 tot en met 4 maart 2021 met betrekking tot Bijlage I, Hoofdstuk I, onder 1 t/m 3 van de Verordening (EG) nr."
45,8 maart 2021,DATE,False,676,688,68,80,"De ontvangst van uw verzoek is schriftelijk bevestigd bij brief van 8 maart 2021, kenmerk 21-0200."
45,29 maart 2021,DATE,False,726,739,16,29,In de brief van 29 maart 2021 is de beslistermijn met vier weken verdaagd tot 27 april 2021.
45,27 april 2021,DATE,False,788,801,78,91,In de brief van 29 maart 2021 is de beslistermijn met vier weken verdaagd tot 27 april 2021.
47,17 juni 2021,DATE,False,216,228,168,180,"Onze referentie TRCNVWA/2021/2785 Datum: Uitsluitend verstuurd per mail op 30 maart 2022 Betreft: Besluit op Wob-verzoek 21-0493 Geachte heer/mevrouw, In uw e-mail van 17 juni 2021 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht om een afschrift van de melding met meldingsnummer 911191 d.d. 05-01-2021 en alle vervolgens, naar aanleiding van of in verband met die melding opgemaakte berichten en beleidstukken, e-mail en andere elektronische berichten via alle denkbare media daaronder begrepen."
47,18 juni 2021,DATE,False,661,673,69,81,"De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 18 juni 2021, kenmerk 21-0493."
47,12 juli 2021,DATE,False,711,723,16,28,In de brief van 12 juli 2021 is de beslistermijn met vier weken verdaagd tot 10 augustus 2021.
47,10 augustus 2021,DATE,False,772,788,77,93,In de brief van 12 juli 2021 is de beslistermijn met vier weken verdaagd tot 10 augustus 2021.
50,26 juli 2021,DATE,False,314,326,8,20,heer Op 26 juli 2021 heeft u per e-mail een Wob-verzoek ingediend.
50,27 juli 2021,DATE,False,432,444,56,68,De ontvangst van uw verzoek is bevestigd bij e-mail van 27 juli 2021 met kenmerk 21-0599.
50,24 februari 2022,DATE,False,496,512,27,43,Zienswijzen Bij e-mail van 24 februari 2022 heb ik u geïnformeerd dat ik de aangetroffen documenten aan de derde-belanghebbende opgestuurd heb voor zienswijze.
50,16 februari 2011,DATE,False,795,811,163,179,"Hoogachtend, De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: Divisiehoofd Juridische Zaken 1 Afdeling bestuursrechtspraak van de Raad van State 16 februari 2011, ECLI:NL:RVS:2011:BP4706, r.o."
51,10 september 2021,DATE,False,238,255,17,34,"In uw e-mail van 10 september 2021, ontvangen op 10 september 2021, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) verzocht om alle rapporten van bevindingen die betrekking hebben op toezicht in de pluimveeslachterijen over de periode 1 januari 2016 tot en met 31 december 2020 op het gebied van 1) vangletsel, 2) voetzoollaesie, 3) vierkante meter bezetting en 4) beladingsgraad van transportcontainers."
51,10 september 2021,DATE,False,270,287,49,66,"In uw e-mail van 10 september 2021, ontvangen op 10 september 2021, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) verzocht om alle rapporten van bevindingen die betrekking hebben op toezicht in de pluimveeslachterijen over de periode 1 januari 2016 tot en met 31 december 2020 op het gebied van 1) vangletsel, 2) voetzoollaesie, 3) vierkante meter bezetting en 4) beladingsgraad van transportcontainers."
51,1 januari 2016,DATE,False,475,489,254,268,"In uw e-mail van 10 september 2021, ontvangen op 10 september 2021, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) verzocht om alle rapporten van bevindingen die betrekking hebben op toezicht in de pluimveeslachterijen over de periode 1 januari 2016 tot en met 31 december 2020 op het gebied van 1) vangletsel, 2) voetzoollaesie, 3) vierkante meter bezetting en 4) beladingsgraad van transportcontainers."
51,31 december 2020,DATE,False,501,517,280,296,"In uw e-mail van 10 september 2021, ontvangen op 10 september 2021, heeft u de Nederlandse Voedsel- en Warenautoriteit (hierna: NVWA) verzocht om alle rapporten van bevindingen die betrekking hebben op toezicht in de pluimveeslachterijen over de periode 1 januari 2016 tot en met 31 december 2020 op het gebied van 1) vangletsel, 2) voetzoollaesie, 3) vierkante meter bezetting en 4) beladingsgraad van transportcontainers."
51,13 september 2021,DATE,False,716,733,68,85,De ontvangst van uw verzoek is schriftelijk bevestigd bij email van 13 september 2021.
51,4 oktober 2021,DATE,False,754,768,16,30,In de brief van 4 oktober 2021 is de beslistermijn verdaagd met 4 weken.
51,4 november 2021,DATE,False,842,857,28,43,Over dit verzoek heeft u op 4 november 2021 telefonisch contact gehad met een medewerker van de NVWA van het team Openbaarmaking en Privacy.
51,16 november 2021,DATE,False,974,990,16,32,Bij besluit van 16 november 2021 met kenmerk TRCNVWA/2021/21-0715 is het eerste deelbesluit genomen.
51,16 november 2021,DATE,False,1065,1081,3,19,Op 16 november 2021 heeft u tijdens een telefoongesprek medegedeeld dat u de onderliggende rapporten van bevindingen van een aantal rechterlijke uitspraken wenst te ontvangen.
51,1 mei 2022,DATE,False,1244,1254,3,13,Op 1 mei 2022 is de Wet open overheid (hierna: Woo) inwerking getreden en is de Wob ingetrokken (artikel 10.1.
51,november 2018,DATE,False,2597,2610,248,261,"Gevaar en/of dreiging van buitensporige acties van dieractivisten De laatste jaren hebben buitensporige acties van dierenactivisten plaatsgevonden bij verschillende pluimveehouderijen, zoals de brandstichting bij een pluimveehouderij in Markelo in november 2018 en ook de door inbraak verkregen en op sociale media geplaatste videobeelden over dierenwelzijnsschendingen bij pluimveehouderijen."
63,14 april 2022,DATE,False,200,213,3,16,Op 14 april 2022 ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken.
63,1 mei 2022,DATE,False,348,358,21,31,Wet open overheid Op 1 mei 2022 is de Wob vervangen door de Wet open overheid (hierna: Woo).
63,28 september 2022,DATE,False,457,474,34,51,"Pealera, t yaw) 3Datum Uw verzoek 28 september 2022 U verzoekt op grond van de Wob alle interne regelgeving, instructies, niet Onze reterentle openbare beleidsbesluiten, notulen van overleggen van relevante kennisgroepen of andere gremia binnen de belastingdienst, overleggen, die betrekking hebben op de situatie dat een afgegeven `verklaring niet afgetrokken premies' door de verzekeringsmaatschappij niet is gebruikt om inhouding van loonheffing achterwege te laten."
63,28 september 2022,DATE,False,1185,1202,66,83,In document 2 staat informatie die enkel bedoeld is als onderdeel 28 september 2022 van een intern proces van de belastingdienst.
64,18 augustus 2022,DATE,False,119,135,23,39,"[...], In uw brief van 18 augustus 2022, ontvangen op diezelfde datum per e-mail, heeft u met een beroep op de Wet open overheid (hierna: Woo) verzocht om alle informatie en documenten inzake: • De overwegingen, het overleg, de communicatie en de besluitvorming van de Minister van Buitenlandse Zaken met de Minister-President n.a.v."
64,19 augustus 2022,DATE,False,1559,1575,69,85,De ontvangst van uw verzoek is schriftelijk bevestigd bij e-mail van 19 augustus 2022 met als onderwerp ‘Ontvangstbevestiging van uw Woo-verzoek dialoog Nederlandse ambassadeur Moskou met adviseur van Poetin’.
64,14 september 2022,DATE,False,1718,1735,15,32,"Bij e-mail van 14 september 2022 is de beslissing op uw verzoek, met toepassing van artikel 4.4., tweede lid, van de Wet open overheid (hierna: Woo), met twee weken verdaagd."
64,26 september 2022,DATE,False,1887,1904,6,23,Datum 26 september 2022 Wettelijk kader Uw verzoek valt onder de reikwijdte van de Woo.
64,26 september 2022,DATE,False,2046,2063,74,91,Ook in het internationale contact is openbaarheid en transparantie steeds 26 september 2022 gebruikelijker en belangrijker voor het goede functioneren van de democratische rechtsorde.
64,26 september 2022,DATE,False,2208,2225,49,66,"Charlotte van Baak Bezwaarschrift indienen Datum 26 september 2022 Tegen dit besluit kunt u binnen zes weken na de dag waarop het bestreden besluit is bekendgemaakt een bezwaarschrift indienen, gericht aan de minister van Buitenlandse Zaken, t.a.v."
64,26 september 2022,DATE,False,2480,2497,69,86,Een verzoek om informatie wordt ingewilligd met inachtneming van het 26 september 2022 bepaalde in hoofdstuk 5.
64,26 september 2022,DATE,False,2600,2617,74,91,"Het openbaar maken van informatie blijft in afwijking van het eerste lid, 26 september 2022 onderdeel c, in geval van milieu-informatie eveneens achterwege voor zover daardoor het in het eerste lid, onderdeel c, genoemde belang ernstig geschaad wordt en het algemeen belang van openbaarheid van informatie niet opweegt tegen deze schade."
74,15 september 2021,DATE,False,262,279,23,40,heer Behandeld door Op 15 september 2021 ontving ik uw verzoek om informatie op grond van de Wet Ons kenmerk openbaarheid van bestuur (hierna: Wob).
74,15 september 2021,DATE,False,448,465,57,74,"afschrijfbaar Beoordeling van uw verzoek In uw brief van 15 september 2021 verzoekt u op grond van de Wob om de volgende informatie: ""Dit verzoek is opgesteld in het kader van de kwalificatie van een bedrijfsmiddel in de breedste zin des woords."
74,29 april 2022,DATE,False,640,653,0,13,"29 april 2022 Bijlage 4: 192130037 HIR lang afschrijfbaar afboeken op niet afschrijfbaar Bijlage 5: HIR en onvolledige vervanging / capaciteitskrimping bij beleggingspanden Bijlage 6: Herinvesteringsreserve en fosfaatrechten Bijlage 7: 152130011 Herinvesteringsreserve niet afschrijfbaar afboeken op lang afschrijfbaar Gegevens in de bijlagen die herleidbaar zijn tot derden, kunnen niet openbaar worden gemaakt op grond van de wettelijke geheimhoudingsverplichting van artikel 67 van de Algemene wet inzake rijksbelastingen (hierna: Awr)."
74,14 juni 1972,DATE,False,3963,3975,14,26,"Zo liet in HR 14 juni 1972, nr."
74,23 januari 1957,DATE,False,3991,4006,7,22,"Zie HR 23 januari 1957, nr."
74,9 december 2011,DATE,False,4090,4105,27,42,"Laatstelijk in Besluit van 9 december 2011, nr."
74,21 mei 1958,DATE,False,4429,4440,315,326,"Zo overwoog de HR dat ""bij een veehouderijbedrijf het gebruiksrecht op de grond, waarop het bedrijf wordt uitgeoefend, het bedrijfsmiddel bij uitnemendheid is en dat mitsdien het verkregen pachtrecht, hetwelk hier het recht van gebruik van de grond waarborgt, eveneens als bedrijfsmiddel moet worden beschouwd"" (HR 21 mei 1958, nr."
74,6 juni 1995,DATE,False,4594,4605,145,156,"De omstandigheid dat op de balans van de onderneming voor het huur- of pachtrecht geen actiefpost is opgevoerd, doet daaraan niet of (Hof Arnhem 6 juni 1995, nr."
74,12 november 1975,DATE,False,5503,5519,13,29,"Wel is in HR 12 november 1975, BNB 1976/63 ten aanzien van het oude artikel 14 Wet IB 1964 (dat zag op de vervangingsreserve) door de Hoge Raad opgemerkt dat voor de toepassing van de vervangingsreserve ter belegging aangehouden grond dezelfde economische functie kan vervullen als ter belegging aangehouden panden."
74,9 december 2011,DATE,False,7343,7358,76,91,Doel en strekking HIR Zijn de bewoordingen van paragraaf 5.7 van esluit van 9 december 2011 (bij onvolledige vervanging kan een evenredig deel van de HIR worden afgeboekt) in strijd met doel en strekking van de HIR?
74,9 december 2011,DATE,False,7564,7579,78,93,"Boekwaarde-eis Gelet op de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011, BLKB 2011/2061, wordt in de situatie van verhuurde panden bij capaciteitsinkrimping / onvolledige vervanging de boekwaarde-eis gerelateerd aan de aankoopprijs ten on7ichte van de verkoopopbrengst."
74,9 december 2011,DATE,False,7857,7872,76,91,Doel en strekking HIR De bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011 (bij onvolledige vervanging kan een evenredig deel van de HIR worden afgeboekt) zijn niet in strijd met doel en strekking van de HIR.
74,9 december 2011,DATE,False,9276,9291,96,111,"Daarop is paragraaf 5.7 'Onvolledige vervanging; uitbreidingsinvesteringen' van het Besluit van 9 december 2011, nr."
74,5 september 1986,DATE,False,9432,9448,132,148,"(...) In eigen-gebruik situaties wordt de mate van vervanging veelal gerelateerd aan oppervlakte, inhoud of rendement (Hof Den Haag 5 september 1986, nr."
74,25 november 1998,DATE,False,9469,9485,12,28,"2388/85, HR 25 november 1998, nr."
74,19 december 2003,DATE,False,9506,9522,12,28,"34029 en HR 19 december 2003, nr."
74,10 maart 2006,DATE,False,9681,9694,150,163,"In de situatie van verhuurde panden daarentegen wordt de mate van vervanging gerelateerd aan de aankoopprijs ten opzichte van de verkoopopbrengst (HR 10 maart 2006, nr."
74,10 maart 2006,DATE,False,9772,9785,69,82,"De Hoge Raad overweegt over beleggingsvastgoed in zijn uitspraak van 10 maart 2006, nr."
74,10 maart 2006,DATE,False,9843,9856,49,62,"Gelet op genoemde uitspraak van de Hoge Raad van 10 maart 2006 ('In aanmerking genomen het doel van de onderneming (...)'), alsmede op het besluit van 9 december 2011 ('Onvolledige vervanging betekent niet dat geen sprake zou zijn van eenzelfde economische functie, maar dat niet geheel is vervangen.')"
74,9 december 2011,DATE,False,9945,9960,151,166,"Gelet op genoemde uitspraak van de Hoge Raad van 10 maart 2006 ('In aanmerking genomen het doel van de onderneming (...)'), alsmede op het besluit van 9 december 2011 ('Onvolledige vervanging betekent niet dat geen sprake zou zijn van eenzelfde economische functie, maar dat niet geheel is vervangen.')"
74,9 december 2011,DATE,False,10267,10282,63,78,"Gelet op de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011, BLKB 2011/2061, wordt in de situatie van verhuurde panden bij capaciteitsinkrimping de boekwaarde-eis gerelateerd aan de aankoopprijs ten opzichte van de verkoopopbrengst."
74,3 april 1998,DATE,False,10535,10547,76,88,"Deze benadering wordt gesteund door de uitspraak van het Hof Leeuwarden van 3 april 1998, ECLI:NL:GHLEE:1998:AV9011, V-N 1998/39.23, en de uitspraak van de Hoge Raad van 13 december 2000, nr."
74,13 december 2000,DATE,False,10629,10645,170,186,"Deze benadering wordt gesteund door de uitspraak van het Hof Leeuwarden van 3 april 1998, ECLI:NL:GHLEE:1998:AV9011, V-N 1998/39.23, en de uitspraak van de Hoge Raad van 13 december 2000, nr."
74,9 december 2011,DATE,False,10745,10760,91,106,Doel en strekking HIR De vraag is of de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011 in strijd zijn met doel en strekking van de HIR.
74,5 december 2006,DATE,False,10912,10927,99,114,"De regeling uit paragraaf 5.7 is in het besluit opgenomen bij de actualisering van het besluit van 5 december 2006, nr."
74,5 december 2006,DATE,False,10957,10972,21,36,"Voor dit besluit van 5 december 2006 stond in het Vraag en antwoordenbesluit van 10 mei 2004, nr."
74,10 mei 2004,DATE,False,11017,11028,81,92,"Voor dit besluit van 5 december 2006 stond in het Vraag en antwoordenbesluit van 10 mei 2004, nr."
74,15 februari 2005,DATE,False,11104,11120,67,83,"Naast het Vraag en antwoordenbesluit uit 2004 gold het Besluit van 15 februari 2005, nr."
74,13 december 2000,DATE,False,11193,11209,64,80,"In 2005 was de hiervoor vermelde uitspraak van de Hoge Raad van 13 december 2000, nr."
74,9 december 2011,DATE,False,11687,11702,86,101,Gelet op het vorenstaande komen de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011 niet in strijd zijn met doel en strekking van de HIR.
74,9 december 2011,DATE,False,11821,11836,61,76,Zie hierover bijvoorbeeld paragraaf 2.3. van het Besluit van 9 december 2011.
74,10 maart 2006,DATE,False,11899,11912,58,71,"3.3, laatste volzin van de uitspraak van de Hoge Raad van 10 maart 2006, nr."
74,9 december 2011,DATE,False,12007,12022,86,101,"41.465, BNB 2006/246; zie ook de laatste volzin van paragraaf 5.7 van het besluit van 9 december 2011)."
74,9 december 2011,DATE,False,13293,13308,96,111,"Daarop is paragraaf 5.7 'Onvolledige vervanging; uitbreidingsinvesteringen' van het Besluit van 9 december 2011, nr."
74,5 september 1986,DATE,False,13449,13465,132,148,"(...) In eigen-gebruik situaties wordt de mate van vervanging veelal gerelateerd aan oppervlakte, inhoud of rendement (Hof Den Haag 5 september 1986, nr."
74,25 november 1998,DATE,False,13486,13502,12,28,"2388/85, HR 25 november 1998, nr."
74,19 december 2003,DATE,False,13523,13539,12,28,"34029 en HR 19 december 2003, nr."
74,10 maart 2006,DATE,False,13698,13711,150,163,"In de situatie van verhuurde panden daarentegen wordt de mate van vervanging gerelateerd aan de aankoopprijs ten opzichte van de verkoopopbrengst (HR 10 maart 2006, nr."
74,10 maart 2006,DATE,False,13789,13802,69,82,"De Hoge Raad overweegt over beleggingsvastgoed in zijn uitspraak van 10 maart 2006, nr."
74,10 maart 2006,DATE,False,13860,13873,49,62,"Gelet op genoemde uitspraak van de Hoge Raad van 10 maart 2006 (In aanmerking genomen het doel van de onderneming (...)'), alsmede op het besluit van 9 december 2011 ('Onvolledige vervanging betekent niet dat geen sprake zou zijn van eenzelfde economische functie, maar dat niet geheel is vervangen.')"
74,9 december 2011,DATE,False,13961,13976,150,165,"Gelet op genoemde uitspraak van de Hoge Raad van 10 maart 2006 (In aanmerking genomen het doel van de onderneming (...)'), alsmede op het besluit van 9 december 2011 ('Onvolledige vervanging betekent niet dat geen sprake zou zijn van eenzelfde economische functie, maar dat niet geheel is vervangen.')"
74,9 december 2011,DATE,False,14283,14298,63,78,"Gelet op de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011, BLKB 2011/2061, wordt in de situatie van verhuurde panden bijcapaciteitsinkrimping de boekwaarde-eis gerelateerd aan de aankoopprijs ten opz chte van de verkoopopbrengst."
74,3 april 1998,DATE,False,14697,14709,223,235,"In dit geval is de in aanmerking te nemen boekwaarde dus (€ I A A Op de aanschaf van het vierde pand kan daarom een HIR worden afgeboekt van ( A . Deze benadering wordt gesteund door de uitspraak van het Hof Leeuwarden van 3 april 1998, ECLI:NL:GHLEE:1998:AV9011, V-N 1998/39.23, en de uitspraak van de Hoge Raad van 13 december 2000, nr."
74,13 december 2000,DATE,False,14791,14807,317,333,"In dit geval is de in aanmerking te nemen boekwaarde dus (€ I A A Op de aanschaf van het vierde pand kan daarom een HIR worden afgeboekt van ( A . Deze benadering wordt gesteund door de uitspraak van het Hof Leeuwarden van 3 april 1998, ECLI:NL:GHLEE:1998:AV9011, V-N 1998/39.23, en de uitspraak van de Hoge Raad van 13 december 2000, nr."
74,9 december 2011,DATE,False,14907,14922,91,106,Doel en strekking HIR De vraag is of de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011 in strijd zijn met doel en strekking van de HIR.
74,5 december 2006,DATE,False,15074,15089,99,114,"De regeling uit paragraaf 5.7 is in het besluit opgenomen bij de actualisering van het besluit van 5 december 2006, nr."
74,5 december 2006,DATE,False,15119,15134,21,36,"Voor dit besluit van 5 december 2006 stond in het Vraag en antwoordenbesluit van 10 mei 2004, nr."
74,10 mei 2004,DATE,False,15179,15190,81,92,"Voor dit besluit van 5 december 2006 stond in het Vraag en antwoordenbesluit van 10 mei 2004, nr."
74,15 februari 2005,DATE,False,15266,15282,67,83,"Naast het Vraag en antwoordenbesluit uit 2004 gold het Besluit van 15 februari 2005, nr."
74,13 december 2000,DATE,False,15355,15371,64,80,"In 2005 was de hiervoor vermelde uitspraak van de Hoge Raad van 13 december 2000, nr."
74,9 december 2011,DATE,False,15848,15863,86,101,Gelet op het vorenstaande komen de bewoordingen van paragraaf 5.7 van het Besluit van 9 december 2011 niet in strijd zijn met doel en strekking van de HIR.
74,9 december 2011,DATE,False,15982,15997,61,76,Zie hierover bijvoorbeeld paragraaf 2.3. van het Besluit van 9 december 2011.
74,10 maart 2006,DATE,False,16060,16073,58,71,"3.3, laatste volzin van de uitspraak van de Hoge Raad van 10 maart 2006, nr."
74,1 januari 2018,DATE,False,16289,16303,207,221,"41.465, BNB 2006/246; zie ook de laatste volzin van paragraaf 5.7 van het besluit van 9 december 2011).172130032 Herinvesteringsreserve en fosfaatrechten Vraag: Kwalificeren fosfaatrechten die op of kort na 1 januari 2018 worden verkocht, als bedrijfsmiddel in de zin van de herinvesteringsreserve?"
74,1 januari 2018,DATE,False,16414,16428,30,44,"Zo nee, hoe lang moeten ze na 1 januari 2018 in de eigen onderneming worden gebruikt om wel als bedrijfsmiddel te kwalificeren?"
74,1 januari 2018,DATE,False,16552,16566,37,51,"Bij fosfaatrechten die op of kort na 1 januari 2018 worden verkocht, is van belang of de fosfaatrechten - zijn bestemd om voor de uitoefening van het bedrijf te worden gebruikt; - duurzaam zijn verbonden aan de onderneming (vgl."
74,1 januari 2018,DATE,False,16837,16851,90,104,"Wanneer in 2017 is deelgenomen aan de stoppersregeling en de fosfaatrechten op of kort na 1 januari 2018 worden verkocht, is niet voldaan aan de hiervoor genoemde criteria."
74,1 januari 2018,DATE,False,17030,17044,107,121,"In situaties waarin in 2017 niet is deelgenomen aan de stoppersregeling en de fosfaatrechten op of kort na 1 januari 2018 worden verkocht, zal a.d.h.v."
74,1 januari 2018,DATE,False,17099,17113,21,35,Vervreemding kort na 1 januari 2018 is een sterke aanwijzing voor het tegendeel.
74,1 januari 2018,DATE,False,17191,17205,29,43,"Wanneer de fosfaatrechten na 1 januari 2018 nog worden aangehouden, dan kan onder omstandigheden gesproken worden van `duurzaam aan de onderneming verbonden waren en zijn bestemd om voor de uitoefening van het bedrijf te worden gebruikt'."
74,1 januari 2018,DATE,False,17418,17432,14,28,Inleiding Per 1 januari 2018 zal naar verwachting de wettelijke regeling voor fosfaatrechten in werking treden.
74,2 juli 2015,DATE,False,17589,17600,70,81,Peildatum voor de fosfaatrechten is de omvang van de melkveestapel op 2 juli 2015.
74,1 januari 2018,DATE,False,17722,17736,117,131,Op basis van de op de peildatum aanwezige melkveestapel worden de fosfaatrechten toegekend aan melkveehouders die op 1 januari 2018 actief landbouwer zijn.
74,augustus,DATE,False,17792,17800,28,36,De melkveehouders hebben in augustus een brief van RVO ontvangen met daarin de gegevens die van belang zijn voor het vaststellen van de fosfaatrechten met het verzoek om die gegevens te controleren.
74,31 mei 2017,DATE,False,17992,18003,26,37,Melkveehouders hadden tot 31 mei 2017 de mogelijkheid om de gegevens te wijzigen.
74,1 januari 2018,DATE,False,18087,18101,36,50,"Fosfaatrecht verkocht op of kort na 1 januari 2018; geen bedrijfsmiddel voor de herinvesteringsreserve De vraag ziet echter niet op de standaardsituatie, maar op de situatie dat de melkveehouder de fosfaatrechten die per 1 januari 2018 worden toegekend, op of kort na 1 januari 2018 verkoopt."
74,1 januari 2018,DATE,False,18272,18286,221,235,"Fosfaatrecht verkocht op of kort na 1 januari 2018; geen bedrijfsmiddel voor de herinvesteringsreserve De vraag ziet echter niet op de standaardsituatie, maar op de situatie dat de melkveehouder de fosfaatrechten die per 1 januari 2018 worden toegekend, op of kort na 1 januari 2018 verkoopt."
74,1 januari 2018,DATE,False,18319,18333,268,282,"Fosfaatrecht verkocht op of kort na 1 januari 2018; geen bedrijfsmiddel voor de herinvesteringsreserve De vraag ziet echter niet op de standaardsituatie, maar op de situatie dat de melkveehouder de fosfaatrechten die per 1 januari 2018 worden toegekend, op of kort na 1 januari 2018 verkoopt."
74,1 januari 2018,DATE,False,18387,18401,40,54,In de praktijk blijkt dat ook nu - voor 1 januari 2018 - al verkoopovereenkomsten worden gesloten met betrekking tot de toekomstige fosfaatrechten.
74,1 januari 2018,DATE,False,18584,18598,86,100,"De wet waarin het stelsel van fosfaatrechten wordt geregeld, zal naar verwachting per 1 januari 2018 in werking treden."
74,2 juli 2015,DATE,False,19117,19128,87,98,Dat het aantal toegekende fosfaatrechten is gebaseerd op de omvang van de veestapel op 2 juli 2015 doet hieraan niet af; dat is een rekengrootheid.
74,1 januari 2018,DATE,False,19390,19404,209,223,"- Deelname aan de stoppersregeling (2017) en verkoop fosfaatrechten in 2018 Wanneer is deelgenomen aan de stoppersregeling in 2017 (al het melkvee moet dan in 2017 zijn afgestoten) en vervolgens op of kort na 1 januari 2018 de fosfaatrechten worden verkocht, is er evenmin sprake van een duurzame aanwending van de fosfaatrechten i.h.k.v."
74,1 januari 2018,DATE,False,19840,19854,42,56,de reguliere bedrijfsvoering en worden na 1 januari 2018 ook in dat kader aangewend; er was en blijft melkvee aanwezig.
74,15 januari 2018,DATE,False,19921,19936,0,15,15 januari 2018; staking door overlijden).
74,1 januari 2018,DATE,False,20051,20065,84,98,"Overigens, mocht een melkveehouder die heeft deelgenomen aan de stoppersregeling na 1 januari 2018 weer melkvee gaan houden, maar een kleiner aantal runderen dan hij op 2 juli 2015 hield en een deel van de toegekende fosfaatrechten verkopen op of kort na 1 januari 2018, dan geldt hetgeen hiervoor is opgemerkt ook voor het verkochte deel van de fosfaatrechten."
74,2 juli 2015,DATE,False,20136,20147,169,180,"Overigens, mocht een melkveehouder die heeft deelgenomen aan de stoppersregeling na 1 januari 2018 weer melkvee gaan houden, maar een kleiner aantal runderen dan hij op 2 juli 2015 hield en een deel van de toegekende fosfaatrechten verkopen op of kort na 1 januari 2018, dan geldt hetgeen hiervoor is opgemerkt ook voor het verkochte deel van de fosfaatrechten."
74,1 januari 2018,DATE,False,20222,20236,255,269,"Overigens, mocht een melkveehouder die heeft deelgenomen aan de stoppersregeling na 1 januari 2018 weer melkvee gaan houden, maar een kleiner aantal runderen dan hij op 2 juli 2015 hield en een deel van de toegekende fosfaatrechten verkopen op of kort na 1 januari 2018, dan geldt hetgeen hiervoor is opgemerkt ook voor het verkochte deel van de fosfaatrechten."
74,2 juli 2015,DATE,False,20402,20413,70,81,Peildatum voor de fosfaatrechten is de omvang van de melkveestapel op 2 juli 2015.
74,augustus,DATE,False,20446,20454,28,36,De melkveehouders hebben in augustus een brief van RVO ontvangen met daarin de gegevens die van belang zijn voor het vaststellen van de fosfaatrechten met het verzoek om die gegevens te controleren.
74,31 mei 2017,DATE,False,20646,20657,26,37,Melkveehouders hadden tot 31 mei 2017 de mogelijkheid om de gegevens te wijzigen.
74,2 juli 2015,DATE,False,21213,21224,50,61,"Deze regeling heeft weliswaar dezelfde peildatum (2 juli 2015), maar betreft een andere regeling."
74,9 december 2009,DATE,False,21362,21377,98,113,"De kennisgroep komt tot haar antwoord op basis van de wettekst en het arrest van de Hoge raad van 9 december 2009, BNB 2010/56."
