id,label,start,end,text,doc_id
5858,DATE+,788,801,27 april 2021,45
7916,ID,9,11,45,45
7917,title,24,43,21-0200-besluit.pdf,45
7918,event,114,154,Datum: Uitsluitend verstuurd per mail op,45
7919,event,256,265,ontvangen,45
7920,event,283,375,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) informatie verzocht ,45
7922,event,611,671,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,45
7923,event,740,783,is de beslistermijn met vier weken verdaagd,45
5859,c: besluit datum,341,354,13 april 2022,85
5860,c: verzoek datum,405,420,27 januari 2022,85
5861,DATE+,467,482,27 januari 2022,85
5862,DATE+,765,775,jaren 2017,85
5863,DATE+,777,781,2018,85
5864,DATE+,783,787,2019,85
5865,DATE+,791,795,2020,85
5866,DATE+,971,975,2017,85
5867,DATE+,977,981,2018,85
5868,DATE+,983,987,2019,85
5869,DATE+,991,995,2020,85
5870,DATE+,1082,1086,2017,85
5871,DATE+,1146,1150,2017,85
5872,DATE+,1252,1256,2017,85
5873,DATE+,1485,1489,2017,85
5874,DATE+,1546,1550,2017,85
5875,c: beslistermijn verdaagd,1675,1691,21 februari 2022,85
5876,DATE+,1740,1753,24 maart 2022,85
5877,c: beslistermijn verdaagd,1774,1786,9 maart 2022,85
5878,DATE+,1949,1962,14 april 2022,85
5879,DATE+,2102,2118,2 september 2019,85
5880,DATE+,2391,2401,jaren 2019,85
5881,DATE+,2405,2409,2020,85
5882,DATE+,2456,2464,mei 2021,85
5883,DATE+,2587,2592,59 84,85
7925,ID,9,11,85,85
7926,title,24,77,Besluit+Wob-verzoek+over+Briedis+Jeugdbeschermers.pdf,85
7927,event,334,339,Datum,85
7928,event,421,466,heeft u met een beroep op de Wet openbaarheid,85
7929,event,483,531,van bestuur (hierna: Wob) verzocht om informatie,85
7932,event,1692,1735,is de beslistermijn met vier weken verdaagd,85
7933,event,1787,1862,bent u geïnformeerd over de opschorting van de beslistermijn met drie weken,85
6008,c: besluit datum,251,263,22 juni 2022,113
6009,c: verzoek datum,288,301,29 maart 2022,113
6010,DATE+,573,577,2014,113
6011,c: ontvangst verzoek bevestigd,756,768,8 april 2022,113
6012,DATE+,878,889,12 mei 2022,113
6013,c: inwerking treden van Woo,922,932,1 mei 2022,113
6014,DATE+,1040,1052,22 juni 2022,113
7954,ID,9,12,113,113
7955,title,25,71,besluit-wob-verzoek-fosfaatrechten-bedrijf.pdf,113
7956,event,245,250,Datum,113
7957,event,302,409,heeft u de Rijksdienst voor Ondernemend Nederland (hierna: RVO.nl) gevraagd om informatie openbaar te maken,113
7958,event,933,999,is de Wob ingetrokken en vervangen door de Wet open overheid (Woo),113
8284,event,769,836,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,113
6073,DATE+,101,108,42 5708,18
6074,c: besluit datum,164,179,9 februari 2022,18
6075,c: verzoek datum,285,301,22 november 2021,18
6076,c: ontvangst verzoek bevestigd,551,566,1 december 2021,18
6077,DATE+,644,659,17 januari 2022,18
6078,c: beslistermijn verdaagd,683,698,11 januari 2022,18
6079,DATE+,759,774,27 januari 2022,18
6080,DATE+,908,921,13 maart 2019,18
7985,ID,9,11,18,18
7986,title,24,44,2021-281-besluit.pdf,18
7987,event,157,162,Datum,18
7988,event,302,396,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) om informatie verzocht,18
7989,event,500,546,ontvangst van uw verzoek heb ik met mijn brief,18
7990,event,567,576,bevestigd,18
7992,event,699,754,heb ik u medegedeeld dat de beslistermijn is opgeschort,18
6105,c: besluit datum,174,191,28 september 2022,63
6106,c: verzoek ontvangen,200,213,14 april 2022,63
6107,c: inwerking treden van Woo,348,358,1 mei 2022,63
6108,DATE+,457,474,28 september 2022,63
6109,DATE+,947,951,2017,63
6110,DATE+,1067,1071,2017,63
6111,DATE+,1185,1202,28 september 2022,63
7997,ID,9,11,63,63
7998,title,24,117,220927-woo-besluit-afgegeven-verklaring-niet-afgetrokken-premies-en-inhouding-loonheffing.pdf,63
7999,event,168,173,Datum,63
8000,event,214,322,ontving ik uw verzoek om op grond van de Wet openbaarheid bestuur (hierna: Wob) informatie openbaar to maken,63
8001,event,359,418,is de Wob vervangen door de Wet open overheid (hierna: Woo),63
6188,c: besluit datum,112,128,25 augustus 2022,84
6189,c: verzoek datum,165,181,28 december 2021,84
6190,c: inwerking treden van Woo,312,322,1 mei 2022,84
6191,c: ontvangst verzoek bevestigd,426,441,12 januari 2022,84
6192,DATE+,621,635,1 januari 2021,84
6193,DATE+,639,655,28 december 2021,84
6194,DATE+,718,734,25 augustus 2022,84
6195,DATE+,784,800,25 augustus 2022,84
8039,ID,9,11,84,84
8040,title,24,101,Besluit+Wob-verzoek+inzake+ongediertebestrijding+in+PI+Krimpen+a-d+IJssel.pdf,84
8042,event,106,111,Datum,84
8044,event,182,303,heeft u een verzoek om openbaarmaking van informatie ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob),84
8045,event,323,407,"is de Wet open overheid (hierna: Woo) in werking getreden, ter vervanging van de Wob",84
8046,event,442,486,heb ik de ontvangst van uw verzoek bevestigd,84
6211,DATE+,94,102,25 maart,7
6212,DATE+,238,245,dinsdag,7
6213,DATE+,246,261,12 januari 2021,7
6214,c: ontvangst verzoek bevestigd,680,695,19 januari 2021,7
6215,c: contact,732,748,22 februari 2021,7
6216,c: contact,802,817,2 december 2021,7
6217,c: contact,910,926,10 december 2021,7
8291,ID,9,10,7,7
8292,title,23,74,1e-deelbesluit-wob-verzoek-bijzonder-beheer-mkb.pdf,7
8293,event,88,93,Datum,7
8294,c: verzoek datum,238,261,dinsdag 12 januari 2021,7
8295,event,292,396,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om relevante documenten,7
8296,event,621,675,ontvangst van uw verzoek heb ik u bevestigd per e-mail,7
8297,event,749,794,heeft u uw Wob-verzoek telefonisch toegelicht,7
8298,event,818,902,heeft u per e-mail verzocht of gefaseerde openbaarmaking (deelbesluiten) mogelijk is,7
8299,event,927,998,heeft een medewerker van mijn ministerie aangegeven dat dat mogelijk is,7
10060,c: besluit datum,94,107,25 maart 2022,7
6273,DATE+,141,149,489 0000,42
6274,DATE+,176,180,2022,42
6275,c: verzoek datum,213,229,31 augustus 2021,42
6276,c: overig,516,532,1 september 2021,42
6277,c: ontvangst verzoek bevestigd,774,790,1 september 2021,42
6278,c: beslistermijn verdaagd,860,877,21 september 2021,42
6279,DATE+,954,965,5 juni 2013,42
8102,ID,9,11,42,42
8103,title,24,111,21-0052-wob-besluit-afgegeven-erkenningen-wecg-wet-explosieven-voor-civiele-gebruik.pdf,42
8104,c: besluit datum,169,180,20-JAN 2022,42
8106,event,154,168,Contactpersoon,42
8108,event,230,355,"heeft u bij het ministerie van Infrastructuur en Waterstaat, met een beroep op de Wet openbaarheid van bestuur (hierna : Wob)",42
8109,event,375,397,verzocht om informatie,42
8110,event,559,663,doorgestuurd naar de Inspectie Leefomgeving en Transport (hierna: ILT) ter vermelden verdere behandeling,42
8112,event,696,769,"ontvangst van uw verzoek is door de ILT schriftelijk b,evestigd bij brief",42
8113,event,878,925,heb ik de beslistermijn met vier weken verdaagd,42
10771,event,498,512,Wob-verzoek is,42
6285,c: besluit datum,121,134,11 maart 2022,77
6286,c: verzoek datum,159,173,6 oktober 2021,77
6287,c: ontvangst verzoek bevestigd,411,426,13 oktober 2021,77
6288,c: beslistermijn verdaagd,472,487,3 februari 2022,77
6289,DATE+,643,653,jaren 1989,77
6290,DATE+,686,690,1989,77
6291,c: contact,767,782,3 februari 2022,77
6292,DATE+,944,952,11 maart,77
6293,DATE+,953,957,2022,77
6294,DATE+,1088,1101,11 maart 2022,77
6295,DATE+,1184,1192,11 maart,77
6296,DATE+,1193,1197,2022,77
6297,DATE+,2277,2290,11 maart 2022,77
6298,DATE+,2495,2508,11 maart 2022,77
6299,DATE+,2803,2816,11 maart 2022,77
6300,DATE+,3064,3077,11 maart 2022,77
6301,DATE+,3300,3304,1989,77
6302,DATE+,3431,3435,1989,77
6303,DATE+,4021,4022,>,77
6304,DATE+,4097,4101,1990,77
6305,DATE+,4609,4613,1991,77
6306,DATE+,5080,5086,1 JAAR,77
6307,DATE+,5335,5339,1992,77
6308,DATE+,5669,5675,1 JAAR,77
6309,DATE+,5825,5831,1 JAAR,77
6310,DATE+,6100,6104,1993,77
6311,DATE+,6562,6568,1 JAAR,77
6312,DATE+,6821,6825,1994,77
6313,DATE+,7175,7181,1 JAAR,77
6314,DATE+,7465,7469,1995,77
6315,DATE+,8040,8044,1996,77
6316,DATE+,8561,8565,1997,77
6317,DATE+,8973,8977,1998,77
6318,DATE+,9285,9291,1 JAAR,77
6319,DATE+,9562,9566,1999,77
6320,DATE+,10021,10027,1 JAAR,77
6321,DATE+,10264,10268,2000,77
6322,DATE+,10679,10685,1 JAAR,77
6323,DATE+,10955,10959,2001,77
6324,DATE+,11414,11420,1 JAAR,77
6325,DATE+,11691,11695,2002,77
6326,DATE+,12083,12089,1 JAAR,77
6327,DATE+,12292,12296,2003,77
6328,DATE+,12750,12756,1 JAAR,77
6329,DATE+,12958,12962,2004,77
6330,DATE+,13252,13258,1 JAAR,77
6331,DATE+,13600,13604,2005,77
6332,DATE+,14125,14129,2006,77
6333,DATE+,14223,14229,1 JAAR,77
6334,DATE+,14293,14299,1 JAAR,77
6335,DATE+,14738,14742,2007,77
6336,DATE+,14836,14842,1 JAAR,77
6337,DATE+,14906,14912,1 JAAR,77
6338,DATE+,15382,15383,>,77
6339,DATE+,15434,15435,>,77
6340,DATE+,15568,15572,2008,77
6341,DATE+,16056,16062,1 JAAR,77
6342,DATE+,16281,16282,>,77
6343,DATE+,16357,16361,2009,77
6344,DATE+,16455,16461,1 JAAR,77
6345,DATE+,16525,16531,1 JAAR,77
6346,DATE+,16950,16951,>,77
6347,DATE+,17026,17030,2010,77
6348,DATE+,17124,17130,1 JAAR,77
6349,DATE+,17479,17480,>,77
6350,DATE+,17567,17571,2011,77
6351,DATE+,17665,17671,1 JAAR,77
6352,DATE+,17735,17741,1 JAAR,77
6353,DATE+,18065,18071,3 JAAR,77
6354,DATE+,18121,18127,3 JAAR,77
6355,DATE+,18223,18227,2012,77
6356,DATE+,18321,18327,1 JAAR,77
6357,DATE+,18391,18397,1 JAAR,77
6358,DATE+,18733,18739,3 JAAR,77
6359,DATE+,18789,18795,3 JAAR,77
6360,DATE+,18891,18895,2013,77
6361,DATE+,18989,18995,1 JAAR,77
6362,DATE+,19059,19065,1 JAAR,77
6363,DATE+,19462,19468,3 JAAR,77
6364,DATE+,19564,19568,2014,77
6365,DATE+,19662,19668,1 JAAR,77
6366,DATE+,19732,19738,1 JAAR,77
6367,DATE+,20085,20091,3 JAAR,77
6368,DATE+,20187,20191,2015,77
6369,DATE+,20285,20291,1 JAAR,77
6370,DATE+,20355,20361,1 JAAR,77
6371,DATE+,20695,20701,3 JAAR,77
6372,DATE+,20735,20741,3 JAAR,77
6373,DATE+,20855,20859,2016,77
6374,DATE+,20953,20959,1 JAAR,77
6375,DATE+,21023,21029,1 JAAR,77
6376,DATE+,21362,21368,3 JAAR,77
6377,DATE+,21402,21408,3 JAAR,77
6378,DATE+,21522,21526,2017,77
6379,DATE+,21947,21953,3 JAAR,77
6380,DATE+,22049,22053,2018,77
6381,DATE+,22437,22443,3 JAAR,77
6382,DATE+,22491,22497,3 JAAR,77
6383,DATE+,22592,22596,2019,77
6384,DATE+,22937,22943,3 JAAR,77
6385,DATE+,22977,22983,3 JAAR,77
6386,DATE+,23097,23101,2020,77
6387,DATE+,23485,23491,3 JAAR,77
6388,DATE+,23525,23531,3 JAAR,77
6389,DATE+,23644,23648,2021,77
6390,DATE+,24035,24041,3 JAAR,77
6391,DATE+,24091,24097,3 JAAR,77
8114,ID,9,11,77,77
8115,title,24,110,Besluit+op+Wob-verzoek+over+informatie+over+diertellingen+Bredesteeg+37+te+Echteld.pdf,77
8116,event,115,120,Datum,77
8117,event,174,268,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,77
8118,event,346,406,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,77
8119,event,488,556,is aan u medegedeeld dat de beslistermijn met twee weken is verlengd,77
8121,event,725,762,bent er over geïnformeerd in de brief,77
8122,event,783,939,dat er een derde belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover zijn of haar zienswijze te geven,77
6392,c: besluit datum,55,71,23 februari 2022,15
6393,c: verzoek datum,95,110,6 augustus 2021,15
6394,DATE+,314,318,1987,15
6395,c: ontvangst verzoek bevestigd,418,434,19 augustus 2021,15
6396,DATE+,559,569,jaren 1987,15
6397,DATE+,574,578,1989,15
6398,DATE+,634,638,1989,15
6399,c: contact,699,715,1 september 2021,15
6400,DATE+,953,969,23 februari 2022,15
6401,DATE+,1050,1066,23 februari 2022,15
6402,DATE+,1204,1220,23 februari 2022,15
6403,DATE+,1316,1332,23 februari 2022,15
6404,DATE+,2286,2302,23 februari 2022,15
6405,DATE+,2547,2563,23 februari 2022,15
6406,DATE+,2924,2940,23 februari 2022,15
6407,DATE+,3056,3072,23 februari 2022,15
6408,DATE+,3205,3221,23 februari 2022,15
6409,DATE+,3336,3340,1987,15
6410,DATE+,3345,3349,1997,15
6411,DATE+,3395,3399,1998,15
6412,DATE+,3404,3408,2021,15
6413,DATE+,3459,3467,154 7482,15
6414,DATE+,3509,3513,1987,15
6415,DATE+,3517,3521,1988,15
6416,DATE+,3568,3572,1989,15
6417,DATE+,3632,3636,1110,15
6418,DATE+,3666,3670,1990,15
6419,DATE+,3764,3768,1991,15
6420,DATE+,3862,3866,1992,15
6421,DATE+,3977,3981,1993,15
6422,DATE+,4041,4045,1050,15
6423,DATE+,4075,4079,1994,15
6424,DATE+,4139,4143,1050,15
6425,DATE+,4173,4177,1995,15
6426,DATE+,4237,4241,1050,15
6427,DATE+,4271,4275,1996,15
6428,DATE+,4335,4339,1025,15
6429,DATE+,4369,4373,1997,15
6430,DATE+,4433,4437,1025,15
6431,DATE+,4550,4554,1998,15
6432,DATE+,4602,4606,1998,15
6433,DATE+,4672,4676,1998,15
6434,DATE+,4714,4718,1999,15
6435,DATE+,4766,4770,1999,15
6436,DATE+,4808,4812,2000,15
6437,DATE+,4891,4895,1050,15
6438,DATE+,4896,4900,2000,15
6439,DATE+,4938,4942,2001,15
6440,DATE+,5021,5025,1050,15
6441,DATE+,5026,5030,2001,15
6442,DATE+,5068,5072,2002,15
6443,DATE+,5119,5123,2002,15
6444,DATE+,5162,5166,2002,15
6445,DATE+,5210,5214,2003,15
6446,DATE+,5261,5265,2003,15
6447,DATE+,5303,5307,2003,15
6448,DATE+,5351,5359,480 2003,15
6449,DATE+,5403,5407,2004,15
6450,DATE+,5450,5458,492 2004,15
6451,DATE+,5496,5500,2004,15
6452,DATE+,5544,5552,898 2004,15
6453,DATE+,5596,5600,2005,15
6454,DATE+,5643,5651,492 2005,15
6455,DATE+,5737,5741,1088,15
6456,DATE+,5742,5746,2005,15
6457,DATE+,5790,5794,2006,15
6458,DATE+,5837,5845,492 2006,15
6459,DATE+,5883,5887,2006,15
6460,DATE+,5931,5935,1088,15
6461,DATE+,5936,5940,2006,15
6462,DATE+,5984,5988,2007,15
6463,DATE+,6036,6040,2007,15
6464,DATE+,6074,6082,525 2007,15
6465,DATE+,6126,6130,2008,15
6466,DATE+,6173,6177,1914,15
6467,DATE+,6178,6182,2008,15
6468,DATE+,6220,6224,2008,15
6469,DATE+,6268,6272,2009,15
6470,DATE+,6320,6324,2009,15
6471,DATE+,6362,6366,2009,15
6472,DATE+,6410,6414,2010,15
6473,DATE+,6462,6466,2010,15
6474,DATE+,6504,6508,2010,15
6475,DATE+,6556,6560,2010,15
6476,DATE+,6604,6608,2011,15
6477,DATE+,6651,6655,1241,15
6478,DATE+,6656,6660,2011,15
6479,DATE+,6698,6702,2011,15
6480,DATE+,6767,6771,2011,15
6481,DATE+,6815,6819,2012,15
6482,DATE+,6865,6869,2012,15
6483,DATE+,6907,6911,2012,15
6484,DATE+,6955,6959,1730,15
6485,DATE+,7008,7012,2013,15
6486,DATE+,7056,7060,2014,15
6487,DATE+,7107,7111,2014,15
6488,DATE+,7149,7153,2014,15
6489,DATE+,7197,7201,1267,15
6490,DATE+,7250,7254,2015,15
6491,DATE+,7297,7305,573 2015,15
6492,DATE+,7343,7347,2015,15
6493,DATE+,7391,7395,1035,15
6494,DATE+,7396,7400,2015,15
6495,DATE+,7444,7448,2016,15
6496,DATE+,7495,7499,2016,15
6497,DATE+,7537,7541,2016,15
6498,DATE+,7585,7589,1284,15
6499,DATE+,7590,7594,2016,15
6500,DATE+,7638,7642,2017,15
6501,DATE+,7685,7693,809 2017,15
6502,DATE+,7742,7746,2018,15
6503,DATE+,7793,7797,2018,15
6504,DATE+,7835,7839,2018,15
6505,DATE+,7887,7891,2019,15
6506,DATE+,7938,7942,2019,15
6507,DATE+,7980,7984,2019,15
6508,DATE+,8032,8036,2020,15
6509,DATE+,8083,8087,2020,15
6510,DATE+,8125,8129,2020,15
6511,DATE+,8177,8181,2020,15
6512,DATE+,8225,8229,2021,15
6513,DATE+,8276,8280,2021,15
6514,DATE+,8318,8322,2021,15
6515,DATE+,8366,8374,723 2021,15
6516,DATE+,8413,8417,1785,15
8123,ID,9,11,15,15
8124,title,24,44,2021-208-besluit.pdf,15
8125,event,49,54,Datum,15
8126,event,111,205,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,15
8127,event,353,413,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,15
8128,event,657,694,bent er over geïnformeerd in de brief,15
8129,event,716,863,dat er een derde-belanghebbende is bij de openbaarmaking van het document en dat deze in de gelegenheid is gesteld hierover een zienswijze te geven,15
6517,DATE+,62,78,21 februari 2022,29
6518,c: besluit datum,99,115,10 augustus 2022,29
6519,c: verzoek datum,157,173,21 februari 2022,29
6520,c: contact,364,377,22 maart 2022,29
6521,DATE+,820,832,15 juli 2022,29
6522,c: overig,895,907,20 juli 2022,29
6523,DATE+,1115,1127,15 juli 2022,29
8130,ID,9,11,29,29
8131,title,24,44,2022-053-besluit.pdf,29
8132,event,93,98,Datum,29
8133,event,174,314,heeft u het ministerie van Binnenlandse ook digitaal indienen op Zaken en Koninkrijksrelaties (BZK) gevraagd om informatie openbaar te maken,29
8134,event,346,360,In een gesprek,29
8135,event,378,638,heeft u aangegeven dat u op zoek bent naar informatie over de manier waarop de departementen invulling geven aan de controle op de declaraties gedaan door commissieleden en u wilt weten of al deze soorten declaraties worden gecontroleerd volgens deze werkwijze,29
8136,event,851,891,verzoek is bij mijn ministerie ontvangen,29
8137,event,908,947,en diezelfde dag in behandeling genomen,29
6558,c: besluit datum,118,134,30 augustus 2022,88
6559,c: verzoek datum,154,165,25 mei 2022,88
6560,DATE+,348,352,1994,88
6561,DATE+,364,373,juli 2016,88
6562,c: ontvangst verzoek bevestigd,418,429,27 mei 2022,88
6563,c: beslistermijn verdaagd,490,502,22 juni 2022,88
6564,c: contact,576,587,7 juni 2022,88
6565,c: overig,665,676,8 juni 2022,88
6566,DATE+,782,786,1994,88
6567,DATE+,790,794,2015,88
6568,DATE+,1066,1070,1994,88
6569,DATE+,1257,1261,2000,88
6570,DATE+,1293,1297,2000,88
6571,DATE+,1374,1383,juli 2016,88
6572,DATE+,1439,1443,2014,88
6573,DATE+,1642,1646,2007,88
6574,DATE+,1687,1696,2007/8777,88
6575,DATE+,1844,1848,2008,88
6576,DATE+,1922,1926,2000,88
6577,DATE+,2051,2055,1994,88
6578,DATE+,2058,2062,2016,88
6579,DATE+,2139,2143,2000,88
8165,ID,9,11,88,88
8166,title,24,81,Besluit+Woo-verzoek+2022-36+Rijgeschiktheid+depressie.pdf,88
8167,event,112,117,Datum,88
8169,event,166,215,heeft u bij mijn ministerie een verzoek ingediend,88
8172,event,430,470,is de ontvangst van uw verzoek bevestigd,88
8173,event,503,557,is de beslissing op uw verzoek met vier weken verdaagd,88
8174,event,588,633,bent u verzocht om uw verzoek nader te duiden,88
8175,event,640,660,heeft er in uw email,88
8176,event,677,1000,"op gewezen dat u wil reconstrueren hoe het kan dat de Gezondheidsraad twee adviezen heeft uitgebracht in 1994 en 2015 over rijgeschiktheid bij stemmingsstoornissen, terwijl tussentijds de regelgeving is gewijzigd op het punt van de eisen die aan bestuurders worden gesteld met betrekking tot unipolaire stemmingsstoornissen",88
6771,c: besluit datum,78,89,7 juli 2022,2
6772,DATE+,223,239,13 november 2019,2
6773,DATE+,439,454,2 december 2019,2
6774,DATE+,458,470,4 maart 2020,2
6775,DATE+,676,688,januari 2019,2
6776,DATE+,700,715,2 december 2019,2
6777,c: overig,723,734,8 juli 2020,2
6778,DATE+,835,850,31 januari 2020,2
6779,DATE+,854,867,11 maart 2020,2
6780,c: overig,1089,1100,8 juli 2020,2
6781,c: overig,1184,1199,7 december 2020,2
6782,DATE+,1269,1284,7 december 2020,2
6783,DATE+,1302,1317,8 december 2020,2
6784,DATE+,1383,1398,7 december 2020,2
6785,c: inwerking treden van Woo,1409,1419,1 mei 2022,2
6786,c: inwerking treden van Woo,1507,1517,1 mei 2022,2
8413,ID,9,10,2,2
8414,title,23,42,1._Besluit_PFAS.pdf,2
8415,event,72,77,Datum,2
8416,event,422,431,ontvangen,2
8417,c: verzoek ontvangen,439,470,2 december 2019 en 4 maart 2020,2
8418,event,735,811,heb ik reeds een eerste deelbesluit genomen met daarin de formele documenten,2
9496,c: overig,835,867,31 januari 2020 en 11 maart 2020,2
9497,event,868,962,is aan alle verzoekers een behandelvoorstel gedaan ten behoeve van afdoening met deelbesluiten,2
9498,event,1101,1141,heeft u het eerste deelbesluit ontvangen,2
9499,event,1200,1249,is aan alle verzoekers een vervolgvoorstel gedaan,2
9500,event,1319,1398,zijn alle verzoekers akkoord gegaan met het vervolgvoorstel van 7 december 2020,2
9501,c: overig,1269,1317,"7 december 2020, respectievelijk 8 december 2020",2
9502,event,1420,1479,is de Wob vervangen door de Wet open overheid (hierna: Woo),2
9503,event,1521,1530,Woo geldt,2
6853,c: besluit datum,55,68,11 april 2022,20
6854,c: verzoek datum,99,115,10 december 2021,20
6855,DATE+,272,282,jaren 2015,20
6856,DATE+,294,298,2021,20
6857,c: ontvangst verzoek bevestigd,412,424,8 maart 2022,20
6858,DATE+,520,533,18 april 2022,20
6859,c: contact,593,606,17 maart 2022,20
6860,DATE+,795,808,11 april 2022,20
6861,DATE+,1387,1400,11 april 2022,20
6862,DATE+,1439,1452,11 april 2022,20
6863,DATE+,1644,1657,11 april 2022,20
6864,DATE+,1753,1766,11 april 2022,20
6865,DATE+,2796,2809,11 april 2022,20
6866,DATE+,3246,3259,11 april 2022,20
6867,DATE+,3315,3328,11 april 2022,20
6868,DATE+,3444,3457,11 april 2022,20
6869,DATE+,3553,3566,11 april 2022,20
6870,DATE+,3670,3674,2015,20
6871,DATE+,3728,3732,2017,20
6872,DATE+,3786,3790,2019,20
6873,DATE+,3844,3848,2021,20
6874,DATE+,3922,3926,2016,20
6875,DATE+,4001,4005,2018,20
6876,DATE+,4080,4084,2020,20
8445,ID,9,11,20,20
8446,title,24,44,2021-293-besluit.pdf,20
8447,event,49,54,Datum,20
8448,event,116,210,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om informatie,20
8449,event,347,407,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,20
8450,event,552,588,bent er over geïnformeerd per e-mail,20
8451,event,607,784,dat er een derde-belanghebbende is bij de openbaarmaking van de documenten met nummers 1 tot en met 14 en dat deze in de gelegenheid is gesteld hierover zijn zienswijze te geven,20
6899,DATE+,68,84,04 augustus 2022,30
6900,c: besluit datum,95,112,13 september 2022,30
6901,c: verzoek datum,163,178,4 augustus 2022,30
6902,c: ontvangst verzoek bevestigd,268,284,18 augustus 2022,30
6903,c: beslistermijn verdaagd,378,394,1 september 2022,30
6904,DATE+,557,574,15 september 2022,30
6905,DATE+,754,758,1995,30
6906,DATE+,760,764,1998,30
6907,DATE+,766,770,2010,30
6908,DATE+,772,776,2018,30
6909,DATE+,780,784,2022,30
6910,DATE+,840,844,1995,30
6911,DATE+,846,850,1998,30
6912,DATE+,854,858,2010,30
6913,DATE+,1098,1102,1995,30
6914,DATE+,1131,1135,2018,30
6915,DATE+,1139,1143,2022,30
6916,DATE+,1247,1251,2018,30
6917,DATE+,1267,1271,2018,30
6918,DATE+,1351,1355,2022,30
6919,DATE+,1371,1375,2022,30
8471,ID,9,11,30,30
8472,title,24,48,2022-061-woo-besluit.pdf,30
8474,event,89,94,Datum,30
8475,event,179,229,heeft u mijn ministerie verzocht om openbaarmaking,30
8476,event,285,352,hebben wij u laten weten dat het verzoek in goede orde is ontvangen,30
8477,event,395,495,is aangegeven dat de beoordeling van uw verzoek meer tijd in beslag neemt en deze daarom is verdaagd,30
6974,c: besluit datum,125,138,23 maart 2022,83
6975,c: verzoek datum,165,181,14 februari 2022,83
6976,c: ontvangst verzoek bevestigd,350,363,15 maart 2022,83
6977,DATE+,452,462,maart 2022,83
6978,DATE+,493,503,8 februari,83
6979,DATE+,557,573,17 augustus 2020,83
6980,DATE+,642,652,jaren 2015,83
6981,DATE+,657,661,2019,83
6982,DATE+,794,798,2020,83
6983,DATE+,802,806,2021,83
6984,DATE+,905,909,2021,83
6985,DATE+,1083,1087,2020,83
6986,DATE+,1198,1202,2021,83
6987,DATE+,1351,1364,23 maart 2022,83
6988,DATE+,1483,1496,23 maart 2022,83
6989,DATE+,1797,1812,Politiewet 2021,83
6990,DATE+,1854,1858,2000,83
6991,DATE+,2044,2057,23 maart 2022,83
6992,DATE+,2611,2624,23 maart 2022,83
8496,ID,9,11,83,83
8497,title,24,61,Besluit+Wob-verzoek+II+inzake+ISF.pdf,83
8498,event,119,124,Datum,83
8499,event,182,242,heeft u bij de Directie Migratiebeleid een verzoek ingediend,83
8500,event,364,485,heb ik u de ontvangst van uw verzoek bevestigd en heb ik aangegeven te verwachten er in maart 2022 op te kunnen beslissen,83
8501,event,507,583,heeft u van mij een besluit op uw Wob-verzoek van 17 augustus 2020 ontvangen,83
8502,c: overig,493,506,8 februari jl,83
7020,DATE+,197,201,0880,33
7021,DATE+,202,209,42 4242,33
7022,c: besluit datum,252,264,26 juli 2022,33
7023,c: verzoek ontvangen,293,306,14 april 2022,33
7024,c: beslistermijn verdaagd,447,459,15 juni 2022,33
7025,DATE+,527,538,7 juli 2022,33
7026,DATE+,670,674,2010,33
7027,DATE+,943,955,26 juli 2022,33
7028,DATE+,1120,1132,26 juli 2022,33
7029,DATE+,1769,1781,26 juli 2022,33
7030,DATE+,1877,1889,26 juli 2022,33
7031,DATE+,2494,2506,26 juli 2022,33
7032,DATE+,3458,3470,26 juli 2022,33
7033,DATE+,3566,3578,26 juli 2022,33
8511,ID,9,11,33,33
8512,title,24,101,2022-077wobBesluit-Landbouwtellingen-diertellingen-veehouderijen-zeewolde.pdf,33
8513,event,246,251,Datum,33
8514,event,307,377,ontving ik uw verzoek waarin u vraagt om openbaarmaking van informatie,33
8516,event,460,521,bent u akkoord gegaan met de opschorting van de beslistermijn,33
7119,c: besluit datum,97,110,21 april 2022,116
7120,c: verzoek datum,138,154,27 december 2021,116
7121,c: verzoek ontvangen,169,185,27 december 2021,116
7122,c: ontvangst verzoek bevestigd,470,484,3 januari 2022,116
7123,c: beslistermijn verdaagd,506,521,19 januari 2022,116
7124,c: contact,585,601,18 februari 2022,116
7125,DATE+,628,638,maart 2022,116
7126,c: contact,676,689,28 maart 2022,116
7127,DATE+,800,810,april 2022,116
7128,c: overig,854,867,28 maart 2022,116
7129,c: overig,1030,1042,8 april 2022,116
7130,DATE+,1069,1082,11 april 2022,116
